Phrase,Intent
"No, hold off on the tickets.",NEGATE
"Yes, a round trip ticket to arrive back next Monday.",INFORM
What is the departing airport and arrival time?,REQUEST
That is what I need.,SELECT
Yes.,AFFIRM
Yes I confirm all. What time do I arrive back?,AFFIRM
Yes I confirm all. What time do I arrive back?,REQUEST
Thank for all of your help.,THANK_YOU
Can you find me a one-way flight? Preferably on Delta Airlines?,INFORM
I'm leaving on the 1st of March from London to NY.,INFORM
No. I don't want that one.,NEGATE
Can you check round ticket flights for two?,INFORM
I'd like to return this Sunday.,INFORM
"Yes, please do.",AFFIRM
What time does the onward flight arrive?,REQUEST
"Perfect. That's all I need, thanks!",THANK_YOU
"Perfect. That's all I need, thanks!",GOODBYE
I need you to find me one-way flights out of ATL.,INFORM
"I am leaving on March 8th to Nairobi, Kenya.",INFORM
That works for me. Can you find round trip flights?,SELECT
That works for me. Can you find round trip flights?,INFORM
I am returning on the 10th of this month.,INFORM
That works. Can you book an Economy class for my short trip?,SELECT
That works. Can you book an Economy class for my short trip?,INFORM
"No, I need 3 tickets.",NEGATE
"No, I need 3 tickets.",INFORM
"Yes, that is correct. Does the airline give refunds and when does the first flight arrive?",AFFIRM
"Yes, that is correct. Does the airline give refunds and when does the first flight arrive?",REQUEST
I have a trip coming. Can you find me flights that are one way?,INFORM
I am traveling to Vancouver from Las Vegas. I plan on leaving on the 1st.,INFORM
Are there any other flights that are available? I prefer to fly with Delta Airlines and I am leaving from Washington.,REQUEST_ALTS
Are there any other flights that are available? I prefer to fly with Delta Airlines and I am leaving from Washington.,INFORM
"No, I do not want to buy a ticket. Can you search for flights coming back for me?",NEGATE
"No, I do not want to buy a ticket. Can you search for flights coming back for me?",INFORM
I plan on getting back on the 3rd of this month.,INFORM
"No, that is all. Thanks for your help.",NEGATE
"No, that is all. Thanks for your help.",THANK_YOU
"I'm looking for a one-way flight from NY, can you help me?",INFORM
I'd like to visit Portland and leave on the 1st of March.,INFORM
Are refunds allowed for the ticket?,REQUEST
Okay. This flight will do.,SELECT
"No, thank you. I don't want to buy a ticket. Do a search for round-trip flights.",NEGATE
"No, thank you. I don't want to buy a ticket. Do a search for round-trip flights.",INFORM
I like to come back by this Sunday.,INFORM
"Yes, I'd like you to secure a ticker. Thank you.",AFFIRM
"Yes, that is correct. When will I arrive?",AFFIRM
"Yes, that is correct. When will I arrive?",REQUEST
Thank you so much for your help. That'll be all.,THANK_YOU
Thank you so much for your help. That'll be all.,GOODBYE
Can you help me find a one-way flight?,INFORM
I'm leaving from Phoenix to Sydney on the 2nd of March.,INFORM
Are there other options?,REQUEST_ALTS
What is the destination airport?,REQUEST
When will it arrive?,REQUEST
Sounds good. Can you help me find a round trip flight?,SELECT
Sounds good. Can you help me find a round trip flight?,INFORM
I'd like to return on the 4th.,INFORM
Can you help me buy a ticket? I just want a short trip.,INFORM
"Sounds good. When will the departing flight arrive, and which airport will it depart from?",AFFIRM
"Sounds good. When will the departing flight arrive, and which airport will it depart from?",REQUEST
locate one-way flights please.,INFORM
Los Angeles would be a fun place to go.,INFORM
We would like to leave on March 10th. There will be three people traveling in my party.,INFORM
Leave from Paris please.,INFORM
Give me more options please.,REQUEST_ALTS
"Ok, when would the onward flight be arriving? Find out if the tickets are refundable?",REQUEST
That sound good. Go ahead and start a search for round trip flights now.,SELECT
That sound good. Go ahead and start a search for round trip flights now.,INFORM
how about for the 12th of this month.,INFORM
"ok, When would my return flight arrive?",REQUEST
ok. it's a short trip for me. Can you please assist me purchasing the tickets?,SELECT
ok. it's a short trip for me. Can you please assist me purchasing the tickets?,INFORM
Yes. sounds perfect.,AFFIRM
"ok, great. find out when the onward flight would arrive.",REQUEST
Thanks for that information.,THANK_YOU
Nope. thats it.,NEGATE
Nope. thats it.,THANK_YOU
Could you retrieve one way flights?,INFORM
I will leave on the 6th of this month.,INFORM
I will leave from Portland and am going to Paris.,INFORM
Could you find something else? I have two people in my group.,REQUEST_ALTS
Could you find something else? I have two people in my group.,INFORM
Could I get a refund if necessary?,REQUEST
"Well, the flight sounds good anyway.",SELECT
"No, actually, do not buy tickets. Could you look for round trip flights for me?",NEGATE
"No, actually, do not buy tickets. Could you look for round trip flights for me?",INFORM
I want to get back next Friday.,INFORM
Which airport does the flight leve from and when does the outbound flight arrives?,REQUEST
That flight sounds nice.,SELECT
No that is all I needed.,NEGATE
No that is all I needed.,GOODBYE
I'm looking for one-way flights can you help?,INFORM
"I am travelling with 4 friends from Atlanta, GA to London, UK.",INFORM
I'm leaving on the 11th.,INFORM
Are there any options to travel with United Airlines in any class?,REQUEST_ALTS
Are there any options to travel with United Airlines in any class?,INFORM
Which Airport does the flight leave from?,REQUEST
Sounds great.,AFFIRM
Sounds great.,SELECT
I'd like to look at round trip flights.,INFORM
I want to come back on the 13th of this month.,INFORM
Which airport does the flight leave from?,REQUEST
That sounds great. Can you help me purchase tickets for a short trip?,SELECT
That sounds great. Can you help me purchase tickets for a short trip?,INFORM
What airport doe the flight fly to and when does my return flight arrive?,REQUEST
great,THANK_YOU
no,NEGATE
no,THANK_YOU
I'd like to find some one-way flights. Can you find me one for a group of one?,INFORM
"Yes, I want to fly out of Portland this Sunday. I'll be headed to Seattle.",INFORM
List out another option for me.,REQUEST_ALTS
Let's keep looking. I prefer United Airlines and would like to go Premium Economy.,REQUEST_ALTS
Let's keep looking. I prefer United Airlines and would like to go Premium Economy.,INFORM
Which airport is it flying in to?,REQUEST
That sounds like a good fit.,SELECT
"Yes, let's look at round trip flights now. I want to fly back on March 5th.",INFORM
Where does this flight land at?,REQUEST
Are the tickets for this flight refundable?,REQUEST
"Well, let's go with this flight anyway. This is going to be a short trip. Can you purchase tickets for me?",SELECT
"Well, let's go with this flight anyway. This is going to be a short trip. Can you purchase tickets for me?",INFORM
That sounds great. Which airport is my flight departing from?,AFFIRM
That sounds great. Which airport is my flight departing from?,REQUEST
"No, I'm fine. Thank you.",NEGATE
"No, I'm fine. Thank you.",THANK_YOU
"I'm going away, can you find some one-way flights for me?",INFORM
"I'll go from Phoenix, AZ, to Seattle, leaving the day after tomorrow.",INFORM
When does it arrive? Is the ticket refundable?,REQUEST
I like the sound of it.,SELECT
"No, not yet.",NEGATE
"Search for some round trip flights, please.",INFORM
On March 5th.,INFORM
Which airports are on the route?,REQUEST
It sounds good.,SELECT
"Yes, please do that.",AFFIRM
"Yes, that's good.",AFFIRM
I need to find an affordable one-way flight for my birthday coming up.,INFORM
I would like to leave from Washington on the 10th of this month and will be arriving at CDMX.,INFORM
Is there anything else? I really don't mind travelling economy and there will be a total of 4 people in my group.,REQUEST_ALTS
Is there anything else? I really don't mind travelling economy and there will be a total of 4 people in my group.,INFORM
I think I would prefer that flight over the first one you mentioned.,SELECT
"No, I don't want to purchase tickets just yet. What can you find with round trip flights?",NEGATE
"No, I don't want to purchase tickets just yet. What can you find with round trip flights?",INFORM
I would be flying back no later than the 13th of this month.,INFORM
"Okay, can you tell me what time that flight would arrive at my destination and the time the return flight would arrive home?",REQUEST
No thank you. I can do that myself a little later.,NEGATE
"No, you've helped with the only item on my agenda today. Thank you.",NEGATE
"No, you've helped with the only item on my agenda today. Thank you.",THANK_YOU
I need a one-way flight on March 9th.,INFORM
"I am departing Phoenix, AZ and going to SD.",INFORM
What airport does it land at?,REQUEST
That works for me.,AFFIRM
That works for me.,SELECT
That works for me.,GOODBYE
I am returning on the 11th of March.,INFORM
What time does the first flight land?,REQUEST
When does my second flight land at what airport?,REQUEST
That works for me. Can you get me tickets for my short trip?,SELECT
That works for me. Can you get me tickets for my short trip?,INFORM
Thanks a lot. That is all.,THANK_YOU
Thanks a lot. That is all.,GOODBYE
I'm looking for a one way flight?,INFORM
I'll be going to Phoenix and I want to leave on March 6th.,INFORM
I'm going to leave from NY.,INFORM
What else is there?,REQUEST_ALTS
Is there anything else?,REQUEST_ALTS
"And what time does it arrive? Also, is the ticket refundable?",REQUEST
"Okay, that's still good. Now, can you search for round trip flights?",SELECT
"Okay, that's still good. Now, can you search for round trip flights?",INFORM
I'll be returning on March 8th.,INFORM
When does the outward flight arrive? And is the ticket refundable?,REQUEST
"Well, that still work for me.",SELECT
"For my short trip, can you help me buy the tickets?",INFORM
"Yes, that's correct. And what time does the return flight arrive?",AFFIRM
"Yes, that's correct. And what time does the return flight arrive?",REQUEST
"Thanks for the help, that's it for now.",THANK_YOU
"Thanks for the help, that's it for now.",GOODBYE
Can you find me a one way flight please?,INFORM
I am leaving from Portland and going to Ciudad de Mexico.,INFORM
I want to leave March 3rd.,INFORM
Which airport does it arrive to?,REQUEST
What else is available.,REQUEST_ALTS
What else do you have. I need four seats.,REQUEST_ALTS
What else do you have. I need four seats.,INFORM
Will you search round trip flights please.,INFORM
I want to return next Tuesday.,INFORM
That sounds good. Can you purchase the tickets please.,SELECT
That sounds good. Can you purchase the tickets please.,INFORM
That's perfect thank you.,AFFIRM
Thank you for everything.,THANK_YOU
Can you find me some one-way flights?,INFORM
"I am going from Seattle, WA to SF on the 10th.",INFORM
I prefer United Airlines. Do you have any other flights?,REQUEST_ALTS
I prefer United Airlines. Do you have any other flights?,INFORM
That flight sounds good to me. Are there any round trip flights available?,SELECT
That flight sounds good to me. Are there any round trip flights available?,INFORM
"I want to get back on the 12th, preferably.",INFORM
That sounds good. My trip is short. Can you buy tickets for me?,SELECT
That sounds good. My trip is short. Can you buy tickets for me?,INFORM
Yes. Is the ticket refundable?,AFFIRM
Yes. Is the ticket refundable?,REQUEST
Can you find a one-way ticket for me,INFORM
I will leave on the 7th,INFORM
I am traveling from New York,INFORM
I am visiting Paris,INFORM
Where does it depart from and what time does it arrive,REQUEST
That sounds good,SELECT
No not yet,NEGATE
I want a round trip,INFORM
I want to return on 9th of this month,INFORM
That sounds good. Can you buy ticket for 4 people for me,SELECT
That sounds good. Can you buy ticket for 4 people for me,INFORM
"Yes please, are the tickets refundable?",AFFIRM
"Yes please, are the tickets refundable?",REQUEST
I need a flight for two people.,INFORM
I will be flying out of Vegas on the 5th of March going to New Delhi.,INFORM
That flight sounds good. Can you find a flight back?,SELECT
That flight sounds good. Can you find a flight back?,INFORM
March 7th,INFORM
Yes please do.,AFFIRM
Yes that sounds good. What time do I arrive in Delhi?,AFFIRM
Yes that sounds good. What time do I arrive in Delhi?,REQUEST
Which airport does the flight arrive and is the tick refundable?,REQUEST
Thanks that will be all.,SELECT
Thanks that will be all.,THANK_YOU
Thanks that will be all.,GOODBYE
"I'm going to Atlanta, can you help me find some one-way flights?",INFORM
On Monday next week.,INFORM
From NY.,INFORM
I want to search for round trip flights.,INFORM
On March 6th.,INFORM
"I like the sound of that, please buy flight tickets.",SELECT
"I like the sound of that, please buy flight tickets.",INFORM
"Yes it is. Where will the flight depart from, and how long will it take?",AFFIRM
"Yes it is. Where will the flight depart from, and how long will it take?",REQUEST
"Thanks, that's all I need for now.",THANK_YOU
"Thanks, that's all I need for now.",GOODBYE
I need one ticket for a one-way flight to SF.,INFORM
Next Friday and from CDMX.,INFORM
What airport will the plain arrive from?,REQUEST
Where does it depart and what's the flight arrival time?,REQUEST
"No, please search for a round trip flight.",NEGATE
"No, please search for a round trip flight.",INFORM
March 10th.,INFORM
"Awesome, which airport?",AFFIRM
"Awesome, which airport?",REQUEST
Nope! Thanks.,NEGATE
Nope! Thanks.,THANK_YOU
I may have to fly out for a family emergency. Can you help me find refundable tickets for one-way flights?,INFORM
I'm going to Washington.,INFORM
I'm leaving on Wednesday next week.,INFORM
I'm leaving from Seattle and would like to go in Economy seating.,INFORM
Which airports will I be flying in and out of?,REQUEST
That one sounds good.,AFFIRM
That one sounds good.,SELECT
How about round trip flights for 1 person?,INFORM
I want to get back on the 10th of this month.,INFORM
Which airports would I be going in and out of?,REQUEST
"Yes, let's book this flight.",AFFIRM
That's good. What arrival times am I looking at for both flights?,AFFIRM
That's good. What arrival times am I looking at for both flights?,REQUEST
Can you tell me one way flights with United Airlines?,INFORM
I depart form ATL.,INFORM
"I want to leave on the 10th from Delta Airlines to London, England.",INFORM
What is arrival Airport and what is departure airport?,REQUEST
I like that flight.,SELECT
No I do not want them.,NEGATE
Search for round trip now.,INFORM
I want to arrive back March 12th.,INFORM
When does return arrive back and what is departing airport?,REQUEST
Yes any class is fine.,AFFIRM
Yes any class is fine.,INFORM
Yes I confirm. What is arrival airport and is it refundable?,AFFIRM
Yes I confirm. What is arrival airport and is it refundable?,REQUEST
That is all for today.,NEGATE
That is all for today.,THANK_YOU
Would you look for one way flights for me?,INFORM
"I'm leaving from London, UK on the 9th of this month.",INFORM
I will go to NYC.,INFORM
Which irport does it leave from and to which airport does it go?,REQUEST
Do you have any other flights?,REQUEST_ALTS
Do you have anything else at all?,REQUEST_ALTS
That flight sounds gret. Would you look for round trip flights in economy now?,SELECT
That flight sounds gret. Would you look for round trip flights in economy now?,INFORM
I want to get back on March 11th.,INFORM
When will the outbound flight arrive and could I get a refund if needed?,REQUEST
That flight sounds gret.,SELECT
"Yes, and I would like to book for three people.",AFFIRM
"Yes, and I would like to book for three people.",INFORM
"No, actually make it 4 people.",NEGATE
"No, actually make it 4 people.",INFORM
"Yes, that is cool.",AFFIRM
Thank you for helping. That is all I need for now.,THANK_YOU
Thank you for helping. That is all I need for now.,GOODBYE
I need 2 seats on a plane.,INFORM
I'm heading to Atlanta from LA.,INFORM
I'll be cutting out on the 4th.,INFORM
Look for something else in Economy.,REQUEST_ALTS
Look for something else in Economy.,INFORM
What's the arrival airport?,REQUEST
What about the departure?,REQUEST
I think I'm down with that.,SELECT
"No, not yet. Look for a round tripper returning on March 6th.",NEGATE
"No, not yet. Look for a round tripper returning on March 6th.",INFORM
What time does it return? And which airport so I need to go to?,REQUEST
Sounds like a plan. Book it.,SELECT
Sounds like a plan. Book it.,INFORM
Confirmed. Can I get a refund if need be?,AFFIRM
Confirmed. Can I get a refund if need be?,REQUEST
Ok. Good job.,THANK_YOU
No. Thats it for now.,NEGATE
No. Thats it for now.,THANK_YOU
I need to find one-way flights leaving Chicago.,INFORM
I'm traveling to Seattle.,INFORM
I need to leave the 9th of this month.,INFORM
Which airport does the flight depart from? Is the ticket refundable?,REQUEST
What about one of the other flights?,REQUEST_ALTS
Can we search for roundtrip flight? I want to travel in economy.,INFORM
I plan to return on the 11th of March.,INFORM
"That sounds good, actually. Can you purchase tickets for me? There are 4 of us flying.",SELECT
"That sounds good, actually. Can you purchase tickets for me? There are 4 of us flying.",INFORM
"Yes, that's all great.",AFFIRM
"Great, thanks!",THANK_YOU
I would like to find a one way flight for my upcoming trip.,INFORM
I would like to travel Premium Economy to Delhi.,INFORM
I am departing from ATL,INFORM
My departure date is the 7th.,INFORM
Can you tell me if the ticket is refundable?,REQUEST
That works perfectly. Can you search flights with a return date of 13th of March.,SELECT
That works perfectly. Can you search flights with a return date of 13th of March.,INFORM
That flight sounds great. My trip will be a short one. Can you please go ahead and buy the plane tickets?,SELECT
That flight sounds great. My trip will be a short one. Can you please go ahead and buy the plane tickets?,INFORM
Excellent. That sounds great.,AFFIRM
Excellent. That sounds great.,SELECT
"Great, thank you. that was everything I needed",THANK_YOU
"Great, thank you. that was everything I needed",GOODBYE
I need a one-way flight.,INFORM
I am traveling to San Francisco on Monday next week.,INFORM
I am leaving Los Angeles.,INFORM
Which airport and what time does it arrive?,REQUEST
Can you find a round trip flight?,INFORM
I want to come home on Wednesday next week.,INFORM
That sounds good. Can you purchase one ticket in Economy?,SELECT
That sounds good. Can you purchase one ticket in Economy?,INFORM
"Yes, that is perfect. Can I get a refund? When does the flight arrive?",AFFIRM
"Yes, that is perfect. Can I get a refund? When does the flight arrive?",REQUEST
"Thank you, that will be all.",THANK_YOU
"Thank you, that will be all.",GOODBYE
Can you please find one-way flights for me?,INFORM
I'm flying out of Philadelphia and going to ATL on March 9th.,INFORM
Will the ticket be refundable if I need to change?,REQUEST
"Okay, well that flight works for me.",SELECT
"No thanks, can you find round trip flights for me? I want to travel in Economy class.",NEGATE
"No thanks, can you find round trip flights for me? I want to travel in Economy class.",INFORM
I want to get home on the 11th of March.,INFORM
"That sounds good, I just want a short trip. Can you help me get tickets?",SELECT
"That sounds good, I just want a short trip. Can you help me get tickets?",INFORM
"No, I need four tickets for my group.",NEGATE
"No, I need four tickets for my group.",INFORM
"Yep, that's good. What airport does the flight arrive into? And is the ticket refundable?",AFFIRM
"Yep, that's good. What airport does the flight arrive into? And is the ticket refundable?",REQUEST
Thanks so much for helping.,THANK_YOU
"Nope, thank you so much.",NEGATE
"Nope, thank you so much.",THANK_YOU
Can you list one way flights?,INFORM
Departure is San Fran and on 10th of this month.,INFORM
I want to visit Vegas.,INFORM
Can it be refunded?,REQUEST
I would prefer Delta Airlines for three people.,REQUEST_ALTS
I would prefer Delta Airlines for three people.,INFORM
What is the departure airport?,REQUEST
No I do not want reservations yet.,NEGATE
I would like info on round trips flights.,INFORM
I want to come back on March 12th.,INFORM
What is the arrival time of return?,REQUEST
No that is all today.,NEGATE
No that is all today.,THANK_YOU
No that is all today.,GOODBYE
Can you assist me with finding one-way flights,INFORM
I will be leaving from Philadelphia.,INFORM
My destination is Chi-town and I would like to leave on March 10th.,INFORM
What time does the flight arrive at the destination and is the ticket refundable.,REQUEST
It sounds good. Can you find a round trip flight that comes back on March 12th.,SELECT
It sounds good. Can you find a round trip flight that comes back on March 12th.,INFORM
What airport does the flight arrive at and when does the onward flight arrive?,REQUEST
That sounds like a good flight,SELECT
Yest please book an Economy class ticket for one.,AFFIRM
Yest please book an Economy class ticket for one.,INFORM
Actually there are four people in my party.,NEGATE
Actually there are four people in my party.,INFORM
That is correct. Can you tell me when the return flight arrives and at which airport?,AFFIRM
That is correct. Can you tell me when the return flight arrives and at which airport?,REQUEST
WOuld you find me one way flights?,INFORM
I will depart from San Francisco and need to go to Las Vegas. This should be Wednesday next week.,INFORM
Do you have anything else? I like economy class.,REQUEST_ALTS
Do you have anything else? I like economy class.,INFORM
Do you have anything else suitable? I have 3 people in my group.,REQUEST_ALTS
Do you have anything else suitable? I have 3 people in my group.,INFORM
Could I get a refund on the ticket? When does the outbound flight arrive?,REQUEST
"No, not at the moment.",NEGATE
Would you look for round trip flights?,INFORM
I will get back on March 8th.,INFORM
When will my return arrive? Which airport does the flight leave from?,REQUEST
That sounds right.,AFFIRM
Would I be able to get a refund? When does the outbound flight arrive?,REQUEST
Thank you for helping.,THANK_YOU
I'm looking for a one-way flight.,INFORM
"I wanna go to Sydney, NSW.",INFORM
On the 8th of March.,INFORM
"I'm leaving from Sydney, NSW, and I'm going to San Diego.",INFORM
What other available flights are there? I want to travel in Economy.,REQUEST_ALTS
What other available flights are there? I want to travel in Economy.,INFORM
I like that flight the most. Can you look for round trip flights for me?,SELECT
I like that flight the most. Can you look for round trip flights for me?,INFORM
I wanna come back March 10th.,INFORM
When would you return flight be there? Would I be able to get a refund on the ticket?,REQUEST
Sounds like a perfect flight to me.,SELECT
Yes. Please book the tickets for me.,AFFIRM
No. I'm going to need 3 tickets.,NEGATE
No. I'm going to need 3 tickets.,INFORM
Thank you. That is all.,THANK_YOU
Thank you. That is all.,GOODBYE
"I'm looking for a one-way flights, can you help?",INFORM
I'm going to CDMX on the 12th of March.,INFORM
Vegas.,INFORM
Sure.,AFFIRM
Sure.,SELECT
"No, but can you search for round trip flights?",NEGATE
"No, but can you search for round trip flights?",INFORM
On the 14th of this month.,INFORM
"Perfect, I'm planning a short trip. Can you buy flight tickets?",SELECT
"Perfect, I'm planning a short trip. Can you buy flight tickets?",INFORM
"Wonderful, thanks.",AFFIRM
"Thanks, that's it.",THANK_YOU
"Thanks, that's it.",GOODBYE
Could you search one-way flights for me?,INFORM
I am departing from Chicago and will visit SFO.,INFORM
I am departing on the 10th of March.,INFORM
Can I get my money back for the ticket? What airport does the flight go to?,REQUEST
The flight is perfect for me.,SELECT
"Nope, I do not wish to purchase a ticket.",NEGATE
"Could you look up round trip flights for me, preferably in Economy?",INFORM
"There's 2 people in my cohort, and I'd like to return on 12th of March.",INFORM
What time does my return flight come at?,REQUEST
Can I get my money back for the ticket? What airport does the flight come to?,REQUEST
That flight is perfect for me. I intend to go on a short trip; could you assist me in purchasing flight tickets?,SELECT
That flight is perfect for me. I intend to go on a short trip; could you assist me in purchasing flight tickets?,INFORM
"Yup, that's perfect.",AFFIRM
Thank you for your assistance. That's all.,THANK_YOU
Thank you for your assistance. That's all.,GOODBYE
Can you find me a one way flight from Washington?,INFORM
"I'm leaving on the 7th of this month for Paris, France.",INFORM
Sounds good. Can you find a round trip flight?,SELECT
Sounds good. Can you find a round trip flight?,INFORM
I'd like to return on the 9th of this month. Please help me find an Economy ticket.,INFORM
When does the departing flight arrive? Will I be able to refund the ticket?,REQUEST
"Sounds good to me, I just want a short trip. Please help me reserve tickets.",SELECT
"Sounds good to me, I just want a short trip. Please help me reserve tickets.",INFORM
Sounds good. Which airport will the flight arrive at?,AFFIRM
Sounds good. Which airport will the flight arrive at?,REQUEST
Which airport will the flight depart from?,REQUEST
Hi. Can you help me book a flight traveling in premium economy?,INFORM
"Seattle, WA.",INFORM
"I want to leave Friday next week. I'm flying to Vancouver, BC.",INFORM
Are there any other flights? I have three people in my group.,REQUEST_ALTS
Are there any other flights? I have three people in my group.,INFORM
Can we search for roundtrip flights?,INFORM
I want to return on the 10th of this month.,INFORM
Which airport does the flight depart from? And which airport does the flight arrive at?,REQUEST
That sounds perfect. Can you purchase tickets for me?,SELECT
That sounds perfect. Can you purchase tickets for me?,INFORM
"That's all correct. When does my return flight arrive, and when does the onward flight arrive?",AFFIRM
"That's all correct. When does my return flight arrive, and when does the onward flight arrive?",REQUEST
Thanks so much for all your help! That's all.,THANK_YOU
Thanks so much for all your help! That's all.,GOODBYE
I am looking for a one-way flight.,INFORM
"I am leaving Toronto, Ontario.",INFORM
I am going to SFO.,INFORM
I am going on the 4th.,INFORM
What other flights are available? There are 4 of us going to New York.,REQUEST_ALTS
What other flights are available? There are 4 of us going to New York.,INFORM
What other flights are available?,REQUEST_ALTS
Not at this time.,NEGATE
I am looking for a round trip flight.,INFORM
I want to come back next Wednesday.,INFORM
What airports are the flight leaving from and going to?,REQUEST
That is perfect. Please purchase tickets in economy.,SELECT
That is perfect. Please purchase tickets in economy.,INFORM
I actually want premium economy.,NEGATE
I actually want premium economy.,INFORM
"I need to fly out for a family emergency, can you find me one-way flights?",INFORM
"I'm leaving the day after tomorrow, and I'd like to go in Economy seating.",INFORM
I'm going from Chi-town to New York.,INFORM
What airport does it land in?,REQUEST
Sounds good to me. How about round trip flights? I want to get back on the 5th of March.,SELECT
Sounds good to me. How about round trip flights? I want to get back on the 5th of March.,INFORM
"Sounds good to me, since it's just a short trip. Can you get me four tickets?",SELECT
"Sounds good to me, since it's just a short trip. Can you get me four tickets?",INFORM
Sounds good. When does the return flight arrive?,AFFIRM
Sounds good. When does the return flight arrive?,REQUEST
What about the New York arrival time? Is the ticket refundable?,REQUEST
Can you help with plane reservations?,INFORM
The 7th of this month.,INFORM
I'm headed to Portland. I and one other person. two. depart from CDMX.,INFORM
Good. How about returning?,SELECT
Good. How about returning?,INFORM
March 9th.,INFORM
Do you know what airports are involved?,REQUEST
"great, Get me Economy tickets please.",SELECT
"great, Get me Economy tickets please.",INFORM
That's perfect thanks.,THANK_YOU
That's perfect thanks.,GOODBYE
Would you search for one way flights?,INFORM
I'm going to SFO.,INFORM
"I want to leave on the 4th of March from Seattle, WA.",INFORM
When will the onward flight arrive and is it refundable?,REQUEST
"No, do ont buy me tickets. Would you search for round trip flights?",NEGATE
"No, do ont buy me tickets. Would you search for round trip flights?",INFORM
I want to return on the 6th of March.,INFORM
When will the outbound flight arrive and to which airport?,REQUEST
That sounds like a winner,SELECT
"Yes, and please make them economy tickets.",AFFIRM
"Yes, and please make them economy tickets.",INFORM
"Yes, that sounds great. When will my return flight arrive and which airport does the flight depart from?",AFFIRM
"Yes, that sounds great. When will my return flight arrive and which airport does the flight depart from?",REQUEST
Thank you for helping,THANK_YOU
Could you find me any one-way flights?,INFORM
"There are 3 people travelling, we're leaving from ATL on the 10th of this month and heading to Seattle, WA.",INFORM
Where does it depart from? And when does the onward flight arrive?,REQUEST
Sounds good to me. Could you search for a round trip flight? I'd like to return on the 12th.,SELECT
Sounds good to me. Could you search for a round trip flight? I'd like to return on the 12th.,INFORM
Which airport does the flight land in?,REQUEST
"I plan to go on a short trip, could you help me buy tickets?",INFORM
"Yes, correct. When does the return flight land?",AFFIRM
"Yes, correct. When does the return flight land?",REQUEST
"Thank you, i'm all set.",THANK_YOU
"Thank you, i'm all set.",GOODBYE
Could you search for one-way flights for me? I am departing from SF.,INFORM
I am heading to Los Angeles.,INFORM
I am departing on March 3rd.,INFORM
Do you have alternative flights? I have four people in my cohort.,REQUEST_ALTS
Do you have alternative flights? I have four people in my cohort.,INFORM
"What time does the onward flight come at, and which airport does it leave from?",REQUEST
That flight sounds perfect.,SELECT
"No, I do not wish to purchase a ticket.",NEGATE
Could you look up round trip flights for me? I prefer to travel in Economy and would like to return on March 5th.,INFORM
Can I get my money back for the ticket? What time does the onward flight come at?,REQUEST
That flight sounds perfect for me. I intend to go on a brief trip; could you help me purchase plane tickets?,SELECT
That flight sounds perfect for me. I intend to go on a brief trip; could you help me purchase plane tickets?,INFORM
Nope. Thank you for your assistance.,NEGATE
Nope. Thank you for your assistance.,THANK_YOU
I need help finding a one-way flight. I prefer economy flights on United Airlines.,INFORM
I am leaving from Chi-town on March 4th.,INFORM
"I am going to Seattle, WA.",INFORM
Is that ticket refundable?,REQUEST
What airport does that leave from?,REQUEST
That one sounds good for me.,SELECT
"No, thanks, not now.",NEGATE
Could you check round-trip flights for me instead? I want to return on the 6th of March.,INFORM
"Which airport would I leave from, and where does it arrive?",REQUEST
"Yes, I would like to book tickets now. There are 4 people in my group.",AFFIRM
"Yes, I would like to book tickets now. There are 4 people in my group.",INFORM
Could you find me one-way flights?,INFORM
I'd like to head to Delhi on the 11th of March.,INFORM
"I'm leaving from Philly, and honestly, I'd prefer a flight on United Airlines.",INFORM
Sounds good to me. Could you book me an Economy ticket for a round trip?,SELECT
Sounds good to me. Could you book me an Economy ticket for a round trip?,INFORM
I want to return on the 13th of March.,INFORM
Where does it arrive?,REQUEST
Is the ticket refundable? And when does the return flight arrive?,REQUEST
"That sounds good to me, I'd like to go for a short trip. could you buy flight tickets for two?",SELECT
"That sounds good to me, I'd like to go for a short trip. could you buy flight tickets for two?",INFORM
Thanks for your help!`,THANK_YOU
Can you find me any one-way flights with American Airlines please?,INFORM
I want to travel economy and I need 2 tickets. I will be leaving from Chi-town going to CDMX.,INFORM
Which airport does it arrive at and what time?,REQUEST
That all sounds okay to me. Can you find a return?,SELECT
That all sounds okay to me. Can you find a return?,INFORM
I want to get back the day after tomorrow.,INFORM
When does the return arrive?,REQUEST
That sounds great. Can you buy the tickets for me?,SELECT
That sounds great. Can you buy the tickets for me?,INFORM
Perfect. Is the ticket refundable? Which airport does it arrive at?,AFFIRM
Perfect. Is the ticket refundable? Which airport does it arrive at?,REQUEST
Thanks for your help that's all I need.,THANK_YOU
Thanks for your help that's all I need.,GOODBYE
"Hello, Michael here! I and my colleagues are flying to attend a business meeting by this week. Can you help me to find me one way flight in some good airlines, please?",INFORM
I would be flying to San Fran.,INFORM
I would be flying on 3rd of this month from Seattle.,INFORM
Please do you have any other one way flights available cheaper than this one?,REQUEST_ALTS
This flight sounds great. Please can you look for round trip also? I would be travelling in Economy class?,SELECT
This flight sounds great. Please can you look for round trip also? I would be travelling in Economy class?,INFORM
4 of us would be travelling and we will return on 5th of March.,INFORM
Yup! Sounds good.,SELECT
"Nope, sorry. not now. Thanks for the information.",NEGATE
"Nope, sorry. not now. Thanks for the information.",GOODBYE
"Can you get me a ticket to San Francisco, for a flight?",INFORM
