Phrase,Entity
all,O
thanks,O
.,O
,
I,O
would,O
like,O
to,O
eat,O
out,O
side,O
this,O
time,O
",",O
can,O
you,O
search,O
for,O
a,O
nice,O
place,O
?,O
,
Ya,O
",",O
I,O
like,O
to,O
eat,O
at,O
some,O
nice,O
place,O
in,O
Calistoga,B-city
.,O
,
I,O
like,O
Taiwanese,B-cuisine
food,O
so,O
much,O
",",O
can,O
you,O
find,O
something,O
?,O
,
Is,O
there,O
any,O
liquor,O
supply,O
?,O
and,O
let,O
me,O
know,O
the,O
address,O
.,O
,
That's,O
fine,O
",",O
please,O
make,O
reservation,O
for,O
4,B-party_size
including,O
me,O
.,O
,
1:30,O
in,O
the,O
afternoon,O
will,O
be,O
fine,O
.,O
,
Yes,O
",",O
that,O
will,O
be,O
fine,O
.,O
,
Thanks,O
for,O
your,O
help,O
",",O
that's,O
enough,O
to,O
me,O
.,O
,
I,O
have,O
a,O
date,O
later,O
and,O
I,O
am,O
looking,O
for,O
a,O
good,O
place,O
to,O
eat,O
.,O
,
I,O
will,O
be,O
in,O
Berkeley,B-city
and,O
am,O
in,O
the,O
mood,O
for,O
some,O
Breakfast,B-cuisine
type,O
of,O
food,O
.,O
,
Can,O
you,O
give,O
me,O
their,O
address,O
?,O
,
That,O
works,O
out,O
great,O
.,O
,
Yes,O
please,O
.,O
Go,O
ahead,O
and,O
place,O
the,O
reservation,O
.,O
,
It,O
is,O
for,O
1,B-party_size
person,O
at,O
12:15,B-time
in,O
the,O
afternoon,O
.,O
,
Actually,O
I,O
changed,O
my,O
mind,O
",",O
make,O
it,O
at,O
evening,O
6:45,O
.,O
,
Yes,O
that,O
is,O
what,O
I,O
want,O
.,O
Can,O
I,O
have,O
a,O
contact,O
number,O
?,O
,
Yes,O
please,O
.,O
,
I'm,O
a,O
little,O
concerned,O
about,O
price,O
.,O
Would,O
you,O
say,O
that,O
the,O
price,O
range,O
is,O
not,O
very,O
costly,O
.,O
?,O
,
Thank,O
you,O
so,O
much,O
for,O
your,O
time,O
.,O
,
No,O
",",O
that,O
is,O
all,O
.,O
Thank,O
you,O
again,O
.,O
,
Can,O
you,O
recommend,O
a,O
restaurant,O
where,O
I,O
can,O
go,O
for,O
a,O
meal,O
.,O
,
I,O
would,O
like,O
a,O
reasonably,O
priced,O
restaurant,O
that,O
serves,O
Sushi,B-cuisine
in,O
San,O
Rafael,O
.,O
,
Can,O
you,O
tell,O
me,O
their,O
exact,O
location,O
.,O
,
Can,O
you,O
tell,O
me,O
the,O
phone,O
number,O
for,O
the,O
restaurant,O
?,O
And,O
I,O
would,O
like,O
to,O
know,O
if,O
they,O
have,O
live,O
music,O
as,O
well,O
.,O
,
I,O
would,O
like,O
the,O
name,O
of,O
another,O
restaurant,O
",",O
one,O
that,O
serves,O
Sichuan,B-cuisine
food,O
",",O
please,O
.,O
,
Sure,O
",",O
that,O
sounds,O
good,O
.,O
I,O
would,O
like,O
to,O
go,O
ahead,O
and,O
make,O
a,O
reservation,O
for,O
that,O
restaurant,O
.,O
,
I,O
would,O
like,O
to,O
reserve,O
for,O
7,O
in,O
the,O
evening,O
for,O
Monday,O
next,O
week,O
.,O
,
Sure,O
",",O
that's,O
perfect,O
.,O
,
Great,O
.,O
Thanks,O
,
No,O
",",O
all,O
set,O
.,O
Thanks,O
.,O
,
Please,O
book,O
me,O
a,O
restaurant,O
in,O
Cotati,B-city
.,O
,
I,O
would,O
like,O
to,O
eat,O
tacos,B-cuisine
",",O
if,O
available,O
.,O
,
Can,O
you,O
find,O
me,O
another,O
restaurant,O
in,O
Cotati,B-city
with,O
live,O
music,O
?,O
,
Please,O
tell,O
me,O
the,O
address,O
of,O
the,O
restaurant,O
and,O
their,O
general,O
prices,O
.,O
,
That,O
seems,O
like,O
a,O
good,O
fit,O
.,O
,
I,O
would,O
like,O
to,O
reserve,O
a,O
table,O
for,O
two,O
people,O
tonight,O
.,O
,
I,O
would,O
like,O
to,O
reserve,O
a,O
table,O
at,O
half,O
past,O
6,B-party_size
in,O
the,O
evening,O
.,O
,
Yes,O
",",O
I,O
confirm,O
those,O
details,O
.,O
,
Can,O
you,O
tell,O
me,O
if,O
they,O
serve,O
alcohol,O
",",O
and,O
their,O
phone,O
number,O
?,O
,
Thank,O
you,O
for,O
your,O
assistance,O
.,O
,
I,O
am,O
looking,O
for,O
a,O
place,O
to,O
eat,O
.,O
I,O
don't,O
have,O
a,O
price,O
preference,O
.,O
,
Show,O
me,O
places,O
to,O
eat,O
in,O
San,O
Francisco,O
.,O
I,O
am,O
looking,O
for,O
something,O
afforadable,O
priced,O
.,O
,
Some,O
Pizza,B-cuisine
and,O
Pasta,O
would,O
be,O
perfect,O
.,O
,
Yes,O
",",O
that,O
works,O
for,O
me,O
.,O
,
Yes,O
",",O
I,O
would,O
like,O
to,O
make,O
a,O
reservation,O
.,O
Make,O
a,O
reservation,O
for,O
Sunday,O
this,O
week,O
for,O
4,B-party_size
people,O
.,O
,
Mate,O
it,O
at,O
17:30,B-time
.,O
,
No,O
",",O
I,O
want,O
it,O
on,O
Thursday,O
next,O
week,O
.,O
,
No,O
make,O
it,O
at,O
19:30,B-time
and,O
make,O
the,O
reservation,O
for,O
five,O
poeple,O
.,O
,
Yes,O
that,O
works,O
for,O
me,O
.,O
Do,O
they,O
have,O
live,O
music,O
.,O
,
Do,O
they,O
serve,O
liquor,O
?,O
What,O
is,O
the,O
address,O
of,O
the,O
restaurant,O
.,O
,
Thank,O
you,O
very,O
much,O
!,O
,
No,O
.,O
Thank,O
you,O
very,O
much,O
.,O
,
Can,O
you,O
find,O
me,O
a,O
place,O
to,O
eat,O
please,O
?,O
,
Somewhere,O
in,O
SF,B-city
",",O
and,O
I,O
am,O
really,O
craving,O
Thai,B-cuisine
food,O
at,O
the,O
moment,O
!,O
,
How,O
can,O
I,O
reach,O
them,O
?,O
And,O
what's,O
their,O
address,O
?,O
,
Great,O
",",O
that,O
restaurant,O
sounds,O
good,O
,
Yes,O
book,O
me,O
a,O
table,O
,
Let's,O
do,O
dinner,O
at,O
6,B-party_size
in,O
the,O
evening,O
,
Actually,O
let's,O
just,O
do,O
it,O
for,O
one,O
person,O
,
Yes,O
that's,O
right,O
,
Thanks,O
so,O
much,O
,
No,O
that's,O
it,O
for,O
now,O
",",O
thanks,O
,
Give,O
me,O
a,O
place,O
to,O
eat,O
at,O
.,O
,
San,O
Bruno,O
",",O
I,O
am,O
looking,O
for,O
low,O
priced,O
",",O
Taiwanese,B-cuisine
food,O
.,O
,
Whats,O
the,O
address,O
?,O
,
Do,O
they,O
serve,O
liquor,O
?,O
,
Could,O
you,O
suggest,O
another,O
similar,O
restaurant,O
that,O
serves,O
alcohol,O
?,O
,
Could,O
you,O
suggest,O
another,O
restaurant,O
without,O
the,O
price,O
limitation,O
?,O
,
That,O
works,O
.,O
I'd,O
like,O
to,O
make,O
a,O
reservation,O
at,O
half,O
past,O
12,O
in,O
the,O
afternoon,O
for,O
6,B-party_size
people,O
.,O
,
Correct,O
.,O
What,O
is,O
their,O
address,O
?,O
,
Make,O
the,O
reservation,O
at,O
eleven,O
am,O
.,O
,
Make,O
the,O
reservation,O
for,O
four,O
people,O
.,O
,
Yes,O
!,O
Do,O
they,O
have,O
live,O
music,O
and,O
serve,O
liquor,O
?,O
,
Thank,O
you,O
very,O
much,O
.,O
,
No,O
",",O
thank,O
you,O
.,O
,
I,O
am,O
looking,O
for,O
a,O
Greek,B-cuisine
place,O
to,O
eat,O
please,O
.,O
,
Please,O
locate,O
one,O
in,O
San,O
Carlos,O
.,O
,
Can,O
you,O
suggest,O
any,O
other,O
restaurants,O
?,O
One,O
that,O
serves,O
Spicy,O
Noodles,B-cuisine
would,O
be,O
perfect,O
.,O
,
Could,O
you,O
suggest,O
any,O
other,O
ones,O
?,O
I'd,O
like,O
one,O
that,O
serves,O
alcohol,O
.,O
,
Yes,O
",",O
that,O
sounds,O
good,O
.,O
Please,O
make,O
a,O
reservation,O
.,O
,
Please,O
make,O
if,O
for,O
12:45,B-time
.,O
,
Yes,O
",",O
that,O
is,O
correct,O
.,O
Can,O
you,O
please,O
provide,O
me,O
their,O
phone,O
number,O
and,O
address,O
?,O
,
Thank,O
you,O
very,O
much,O
",",O
that,O
is,O
all,O
I,O
need,O
.,O
,
Please,O
help,O
me,O
find,O
a,O
restaurant,O
.,O
,
I,O
am,O
looking,O
for,O
a,O
restaurant,O
in,O
Petaluma,B-city
.,O
,
Somewhere,O
similar,O
to,O
Asian,B-cuisine
Fusion,O
would,O
be,O
nice,O
.,O
,
Yes,O
",",O
please,O
make,O
a,O
reservation,O
for,O
5:15,O
in,O
the,O
evening,O
",",O
next,O
Friday,O
.,O
,
No,O
",",O
it's,O
only,O
for,O
1,B-party_size
person,O
.,O
Please,O
make,O
the,O
time,O
quarter,O
past,O
1,B-party_size
in,O
the,O
afternoon,O
.,O
,
Actually,O
",",O
no,O
.,O
Make,O
it,O
the,O
13th,O
of,O
this,O
month,O
for,O
3,B-party_size
people,O
.,O
,
Yes,O
",",O
that's,O
correct,O
.,O
Does,O
this,O
restaurant,O
serve,O
liquor,O
?,O
,
No,O
",",O
that,O
will,O
not,O
work,O
.,O
,
No,O
",",O
that,O
will,O
not,O
be,O
necessary,O
.,O
,
I,O
want,O
to,O
go,O
out,O
to,O
eat,O
.,O
,
I,O
am,O
in,O
Campbell,B-city
.,O
I,O
am,O
looking,O
for,O
pizza,B-cuisine
and,O
pasta,B-cuisine
with,O
a,O
moderate,B-price_range
price,O
.,O
,
That,O
sounds,O
good,O
.,O
,
Yes,O
please,O
!,O
,
I,O
want,O
the,O
reservation,O
for,O
11:30,B-time
.,O
,
Yes,O
that,O
is,O
perfect,O
.,O
What,O
is,O
the,O
address,O
and,O
phone,O
number,O
?,O
,
Thanks,O
for,O
your,O
help,O
.,O
,
No,O
",",O
that,O
will,O
be,O
all,O
.,O
,
I,O
would,O
like,O
to,O
find,O
a,O
restaurant,O
please,O
.,O
,
I,O
would,O
like,O
a,O
restaurant,O
that,O
serves,O
alcohol,O
in,O
San,O
Francisco,O
.,O
I'd,O
like,O
to,O
eat,O
in,O
a,O
Burgers,B-cuisine
restaurant,O
please,O
.,O
,
Can,O
you,O
please,O
make,O
another,O
suggestion,O
?,O
,
I'd,O
like,O
another,O
suggestion,O
please,O
.,O
,
Yes,O
",",O
I'm,O
interested,O
in,O
that,O
one,O
.,O
,
Yes,O
",",O
please,O
.,O
I,O
would,O
like,O
a,O
13:30,B-time
reservation,O
.,O
,
Yes,O
that,O
sounds,O
wonderful,O
.,O
,
I,O
appreciate,O
it,O
very,O
much,O
.,O
That's,O
all,O
I,O
need,O
right,O
now,O
.,O
,
I,O
want,O
to,O
get,O
something,O
to,O
eat,O
",",O
something,O
that's,O
pricey,O
",",O
help,O
me,O
look,O
for,O
a,O
place,O
.,O
,
Search,O
in,O
Pleasanton,B-city
.,O
,
I'm,O
looking,O
for,O
Barbecue,B-cuisine
",",O
that,O
would,O
hit,O
the,O
spot,O
.,O
,
What's,O
their,O
phone,O
number,O
?,O
And,O
is,O
there,O
live,O
music,O
there,O
?,O
,
Okay,O
",",O
that's,O
fine,O
.,O
Make,O
me,O
a,O
reservation,O
for,O
the,O
restaurant,O
.,O
,
I,O
want,O
it,O
to,O
be,O
at,O
13:45,B-time
.,O
,
Yeah,O
",",O
that's,O
correct,O
.,O
Also,O
",",O
what's,O
their,O
address,O
",",O
and,O
do,O
they,O
serve,O
liquor,O
there,O
?,O
,
Yeah,O
",",O
that's,O
fine,O
.,O
,
Thanks,O
a,O
lot,O
",",O
that's,O
all,O
the,O
help,O
I,O
need,O
.,O
,
I'm,O
hungry,O
",",O
do,O
you,O
have,O
any,O
recommendations,O
on,O
where,O
to,O
eat,O
?,O
,
I'm,O
craving,O
some,O
Sushi,B-cuisine
in,O
San,O
Francisco,O
if,O
possible,O
.,O
,
Do,O
you,O
know,O
the,O
price,O
range,O
of,O
the,O
restaurant,O
?,O
,
That,O
sounds,O
great,O
.,O
I,O
want,O
to,O
make,O
a,O
reservation,O
.,O
,
Make,O
a,O
reservation,O
for,O
one,O
person,O
at,O
afternoon,O
12,O
.,O
,
No,O
",",O
I'm,O
sorry,O
.,O
It's,O
for,O
three,O
people,O
.,O
,
In,O
second,O
though,O
I,O
want,O
it,O
to,O
be,O
at,O
12:30,B-time
in,O
the,O
afternoon,O
.,O
,
That,O
is,O
correct,O
.,O
What,O
is,O
the,O
address,O
of,O
the,O
restaurant,O
?,O
,
Do,O
you,O
know,O
the,O
phone,O
number,O
?,O
,
Thanks,O
a,O
lot,O
.,O
,
No,O
",",O
that,O
would,O
be,O
all,O
.,O
,
Is,O
there,O
a,O
place,O
to,O
eat,O
?,O
,
Antioch,B-city
would,O
be,O
great,O
.,O
,
I,O
would,O
love,O
to,O
eat,O
some,O
lobster,B-cuisine
.,O
,
That's,O
great,O
and,O
it'll,O
work,O
for,O
me,O
.,O
,
I,O
would,O
love,O
to,O
make,O
an,O
appointment,O
for,O
one,O
myself,O
at,O
4:30,O
pm,O
.,O
,
That,O
will,O
be,O
great,O
.,O
Also,O
",",O
I,O
just,O
wanted,O
to,O
now,O
pricey,O
is,O
it,O
.,O
,
Instead,O
of,O
the,O
previous,O
time,O
",",O
can,O
you,O
make,O
it,O
at,O
18:00,B-time
?,O
,
That,O
works,O
and,O
fits,O
my,O
schedule,O
.,O
,
Thanks,O
.,O
That,O
will,O
do,O
it,O
for,O
me,O
.,O
,
What's,O
a,O
good,O
place,O
to,O
grab,O
a,O
bite,O
?,O
,
I'm,O
in,O
the,O
mood,O
for,O
a,O
burger,B-cuisine
.,O
,
Find,O
a,O
place,O
in,O
Vallejo,B-city
with,O
live,O
music,O
.,O
,
Yes,O
.,O
Please,O
book,O
a,O
table,O
.,O
,
1,B-party_size
in,O
the,O
afternoon,O
.,O
,
Yes,O
",",O
that,O
is,O
correct,O
.,O
,
Thanks,O
.,O
I'm,O
done,O
for,O
now,O
.,O
,
I'm,O
searching,O
for,O
a,O
place,O
to,O
dine,O
at,O
.,O
,
I'd,O
like,O
for,O
a,O
moderate,B-price_range
costing,O
meal,O
in,O
Mountain,O
View,O
",",O
preferably,O
French,B-cuisine
.,O
,
Can,O
you,O
give,O
me,O
their,O
phone,O
number,O
?,O
,
What,O
is,O
the,O
restaurant's,O
location,O
?,O
,
Is,O
there,O
any,O
other,O
restaurant,O
you,O
recommend,O
",",O
preferably,O
in,O
SF,B-city
?,O
,
Yeah,O
",",O
that's,O
the,O
one,O
for,O
me,O
.,O
I'd,O
like,O
to,O
book,O
a,O
spot,O
at,O
that,O
restaurant,O
.,O
,
Put,O
it,O
for,O
morning,O
10:30,O
.,O
,
Yeah,O
",",O
that's,O
what,O
I,O
want,O
.,O
Can,O
you,O
give,O
me,O
their,O
phone,O
number,O
?,O
,
I'd,O
like,O
to,O
try,O
making,O
a,O
reservation,O
once,O
more,O
.,O
Put,O
it,O
for,O
eleven,O
in,O
the,O
morning,O
.,O
,
Yeah,O
",",O
that's,O
perfect,O
for,O
me,O
.,O
Do,O
they,O
possess,O
live,O
music,O
?,O
,
Thank,O
you,O
for,O
your,O
assistance,O
.,O
,
No,O
.,O
Thank,O
you,O
for,O
your,O
assistance,O
.,O
,
I'm,O
looking,O
for,O
a,O
place,O
to,O
eat,O
.,O
,
I,O
am,O
in,O
San,O
Francisco,O
.,O
,
Something,O
Russian,B-cuisine
would,O
be,O
great,O
.,O
,
Do,O
they,O
have,O
live,O
music,O
?,O
,
Do,O
they,O
serve,O
alcohol,O
?,O
What's,O
the,O
address,O
?,O
,
That,O
sounds,O
good,O
.,O
I'd,O
like,O
that,O
one,O
.,O
,
Yes,O
",",O
please,O
.,O
I,O
want,O
to,O
make,O
a,O
reservation,O
for,O
next,O
Thursday,O
.,O
,
Please,O
reserve,O
me,O
at,O
6:15,O
in,O
the,O
evening,O
.,O
,
Yes,O
",",O
that's,O
perfect,O
.,O
,
What,O
is,O
their,O
contact,O
number,O
?,O
Also,O
",",O
how,O
expensive,B-price_range
is,O
their,O
menu,O
?,O
,
Thanks,O
very,O
much,O
.,O
,
No,O
",",O
that's,O
it,O
.,O
Thanks,O
.,O
,
what,O
can,O
I,O
have,O
for,O
breakfast,B-cuisine
,
Anyone,O
that,O
is,O
burger,B-cuisine
like,O
in,O
nature,O
,
San,O
francisco,O
is,O
okay,O
,
Yes,O
that,O
is,O
okay,O
with,O
me,O
",",O
I,O
need,O
a,O
reservation,O
at,O
1760,B-restaurant_name
,
evening,O
4:45,O
is,O
perfect,O
,
That,O
is,O
okay,O
with,O
me,O
,
Thanks,O
",",O
thats,O
all,O
I,O
want,O
,
I,O
would,O
like,O
to,O
find,O
a,O
place,O
to,O
eat,O
in,O
Santa,O
Rosa,O
.,O
,
Please,O
find,O
me,O
a,O
ramen,B-cuisine
restaurant,O
.,O
,
Do,O
they,O
play,O
live,O
music,O
?,O
And,O
what's,O
their,O
phone,O
number,O
?,O
,
Could,O
you,O
suggest,O
a,O
not,O
very,O
costly,O
option,O
?,O
,
That,O
would,O
work,O
great,O
.,O
,
Yes,O
",",O
please,O
make,O
a,O
reservation,O
for,O
me,O
.,O
,
Please,O
make,O
it,O
at,O
10:45,B-time
in,O
the,O
morning,O
on,O
the,O
4th,O
of,O
this,O
month,O
.,O
,
Yes,O
",",O
that,O
would,O
be,O
great,O
.,O
What's,O
their,O
address,O
?,O
And,O
do,O
they,O
have,O
live,O
music,O
?,O
,
Yes,O
",",O
that,O
would,O
be,O
great,O
.,O
,
Thanks,O
so,O
much,O
!,O
That's,O
all,O
for,O
now,O
.,O
,
I,O
am,O
looking,O
for,O
a,O
restaurant,O
.,O
,
I,O
am,O
looking,O
for,O
asian,B-cuisine
food,O
in,O
SFO,B-city
.,O
,
What,O
other,O
restaurants,O
are,O
there,O
?,O
I,O
want,O
to,O
buy,O
a,O
drink,O
.,O
,
Do,O
they,O
have,O
live,O
music,O
?,O
Where,O
are,O
they,O
located,O
?,O
,
What,O
other,O
restaurants,O
are,O
there,O
?,O
,
I,O
want,O
to,O
make,O
a,O
reservation,O
there,O
.,O
,
I,O
want,O
the,O
reservation,O
at,O
half,O
past,O
7,O
in,O
the,O
evening,O
.,O
,
No,O
",",O
I,O
actually,O
want,O
to,O
go,O
on,O
March,O
14th,O
.,O
,
Actually,O
",",O
we,O
are,O
going,O
as,O
a,O
group,O
of,O
three,O
.,O
,
That,O
is,O
correct,O
.,O
,
Thank,O
you,O
!,O
,
No,O
",",O
that,O
will,O
be,O
all,O
.,O
,
I,O
am,O
looking,O
for,O
a,O
place,O
to,O
grab,O
a,O
bite,O
to,O
eat,O
.,O
,
I'm,O
looking,O
for,O
Mediterranean,B-cuisine
in,O
Redwood,O
City,O
.,O
,
Do,O
they,O
have,O
alcoholic,O
drinks,O
?,O
,
Ok,O
",",O
I,O
will,O
go,O
with,O
that,O
restaurant,O
.,O
,
Yes,O
",",O
can,O
you,O
please,O
make,O
a,O
reservation,O
for,O
17:30,B-time
?,O
,
Yes,O
",",O
that,O
is,O
correct,O
.,O
,
Thank,O
you,O
for,O
helping,O
me,O
.,O
,
I,O
am,O
wondering,O
if,O
you,O
find,O
me,O
a,O
good,O
dining,O
to,O
have,O
my,O
food,O
.,O
,
I,O
would,O
love,O
to,O
have,O
some,O
kind,O
of,O
American,B-cuisine
food,O
.,O
Fairfield,B-city
would,O
be,O
suitable,O
to,O
me,O
.,O
,
Do,O
they,O
have,O
bar,O
?,O
I,O
would,O
prefer,O
one,O
which,O
serves,O
alcohol,O
too,O
.,O
Please,O
can,O
you,O
find,O
me,O
some,O
restaurant,O
offering,O
alcohol,O
in,O
addition,O
to,O
serving,O
American,B-cuisine
food,O
.,O
,
Might,O
be,O
.,O
.,O
.,O
.,O
If,O
you,O
don't,O
mind,O
",",O
still,O
do,O
you,O
have,O
suggestions,O
for,O
any,O
other,O
restaurant,O
?,O
,
Is,O
it,O
a,O
costlier,O
restaurant,O
or,O
a,O
cheaper,O
one,O
?,O
What's,O
their,O
prices,O
?,O
What's,O
the,O
street,O
address,O
of,O
the,O
restaurant,O
?,O
,
Awesome,O
.,O
.,O
.,O
I,O
would,O
like,O
to,O
have,O
my,O
food,O
there,O
.,O
Please,O
can,O
I,O
make,O
a,O
reservation,O
for,O
the,O
table,O
at,O
the,O
restaurant,O
?,O
,
Please,O
reserve,O
in,O
the,O
morning,O
at,O
11:15,B-time
am,O
.,O
,
Nope,O
",",O
please,O
book,O
it,O
on,O
13th,O
of,O
this,O
month,O
.,O
,
Yup,O
!,O
That's,O
works,O
.,O
Do,O
you,O
have,O
phone,O
number,O
to,O
reach,O
out,O
?,O
,
Thank,O
you,O
so,O
much,O
.,O
,
Nope,O
",",O
thanks,O
a,O
lot,O
.,O
,
I,O
am,O
looking,O
for,O
somewhere,O
to,O
eat,O
.,O
,
I,O
want,O
a,O
economical,O
place,O
that,O
serves,O
alcohol,O
in,O
Oakland,B-city
.,O
,
Gastrobar,B-cuisine
food,O
will,O
be,O
perfect,O
.,O
,
Do,O
you,O
know,O
if,O
they,O
have,O
live,O
music,O
?,O
If,O
so,O
",",O
where,O
?,O
,
Ok,O
",",O
that,O
works,O
for,O
me,O
!,O
,
Sure,O
!,O
I,O
want,O
to,O
make,O
a,O
reservation,O
for,O
the,O
11th,O
of,O
March,O
.,O
,
Make,O
it,O
for,O
6,B-party_size
o,O
"""",O
clock,O
in,O
the,O
evening,O
",",O
for,O
two,O
people,O
.,O
,
Great,O
",",O
works,O
for,O
me,O
!,O
What,O
is,O
their,O
number,O
?,O
,
Thanks,O
so,O
much,O
",",O
that's,O
all,O
I,O
needed,O
!,O
,
I,O
would,O
like,O
to,O
find,O
a,O
restaurant,O
in,O
Oakland,B-city
,
Fish,B-cuisine
would,O
be,O
great,O
,
Can,O
you,O
tell,O
me,O
if,O
the,O
prices,O
are,O
inexpensive,B-price_range
?,O
,
And,O
is,O
alcohol,O
available,O
there,O
?,O
May,O
I,O
also,O
have,O
their,O
phone,O
number,O
?,O
,
Excellent,O
",",O
that's,O
perfect,O
.,O
,
Yes,O
please,O
.,O
I,O
would,O
like,O
to,O
reserve,O
a,O
table,O
.,O
,
I,O
would,O
like,O
it,O
for,O
6:15,O
pm,O
,
Yes,O
",",O
that,O
sounds,O
great,O
.,O
Can,O
you,O
tell,O
me,O
if,O
there,O
is,O
live,O
music,O
at,O
the,O
venue,O
?,O
,
I,O
would,O
like,O
to,O
attempt,O
a,O
reservation,O
for,O
evening,O
5:30,O
.,O
,
Sure,O
",",O
that's,O
perfect,O
.,O
May,O
I,O
also,O
have,O
the,O
exact,O
address,O
for,O
the,O
venue,O
?,O
,
Great,O
",",O
thanks,O
for,O
your,O
help,O
.,O
,
No,O
",",O
all,O
set,O
.,O
Thanks,O
again,O
,
Can,O
you,O
find,O
me,O
a,O
restaurant,O
?,O
,
Look,O
in,O
Santa,O
Clara,O
.,O
Any,O
Southern,B-cuisine
restaurants,O
?,O
,
Oh,O
I've,O
been,O
meaning,O
to,O
try,O
that,O
,
Yes,O
",",O
book,O
it,O
,
Do,O
they,O
have,O
room,O
for,O
two,O
at,O
18:45,B-time
?,O
,
No,O
.,O
Let's,O
try,O
11:30,B-time
am,O
on,O
the,O
8th,O
instead,O
,
Yes,O
that's,O
right,O
.,O
Where,O
are,O
they,O
?,O
Any,O
chance,O
they,O
have,O
live,O
music,O
?,O
,
Thanks,O
.,O
,
Nope,O
not,O
now,O
,
I,O
am,O
looking,O
for,O
a,O
place,O
to,O
eat,O
.,O
,
I,O
want,O
in,O
Burlingame,B-city
.,O
,
Some,O
Barbecue,B-cuisine
will,O
be,O
prefect,O
.,O
,
Do,O
they,O
serve,O
liquor,O
?,O
How,O
pricey,O
are,O
they,O
?,O
,
Yes,O
that,O
sounds,O
good,O
.,O
Make,O
a,O
reservation,O
for,O
me,O
.,O
,
Make,O
it,O
at,O
1:15,O
pm,O
,
Do,O
they,O
have,O
live,O
music,O
?,O
What,O
is,O
the,O
contact,O
number,O
?,O
,
No,O
.,O
That,O
doesn't,O
work,O
for,O
me,O
,
No,O
.,O
Thanks,O
a,O
lot,O
,
Will,O
you,O
find,O
me,O
a,O
place,O
to,O
eat,O
?,O
,
Italian,B-cuisine
food,O
in,O
Pleasanton,B-city
.,O
,
Anything,O
else,O
?,O
,
What's,O
the,O
address,O
and,O
contact,O
number,O
?,O
,
Any,O
other,O
suggestions,O
?,O
Something,O
affordable,O
?,O
,
Great,O
.,O
,
Yes,O
",",O
please,O
",",O
on,O
10th,O
of,O
this,O
month,O
.,O
,
Afternoon,O
1:15,O
.,O
,
Sounds,O
good,O
.,O
What's,O
the,O
address,O
?,O
,
Thanks,O
.,O
,
No,O
",",O
that's,O
it,O
.,O
Thanks,O
.,O
,
I'm,O
looking,O
for,O
a,O
place,O
to,O
eat,O
,
I'd,O
like,O
some,O
Taiwanese,B-cuisine
food,O
in,O
SFO,B-city
,
Can,O
you,O
suggest,O
some,O
more,O
restaurants,O
",",O
I,O
no,O
preference,O
on,O
price,O
.,O
,
Does,O
that,O
restaurant,O
server,O
liquor,O
?,O
,
May,O
I,O
have,O
their,O
contact,O
number,O
and,O
address,O
?,O
,
Can,O
you,O
suggest,O
other,O
restaurants,O
?,O
,
That,O
one,O
would,O
be,O
great,O
!,O
,
Yes,O
I'd,O
like,O
to,O
make,O
a,O
reservation,O
.,O
,
I'd,O
like,O
a,O
reservation,O
for,O
three,O
people,O
at,O
Half,O
past,O
1,B-party_size
in,O
the,O
afternoon,O
.,O
,
Yeah,O
that,O
sounds,O
great,O
.,O
,
Thanks,O
.,O
,
No,O
",",O
thats,O
all,O
thanks,O
.,O
,
I'd,O
like,O
to,O
find,O
a,O
place,O
to,O
eat,O
in,O
Oakland,B-city
.,O
,
I,O
would,O
love,O
to,O
eat,O
some,O
African,B-cuisine
food,O
.,O
,
Could,O
you,O
give,O
another,O
suggestion,O
?,O
I,O
would,O
love,O
a,O
place,O
with,O
live,O
music,O
.,O
,
Where,O
are,O
they,O
located,O
?,O
And,O
do,O
they,O
serve,O
liquor,O
?,O
,
That,O
works,O
for,O
me,O
.,O
I'd,O
like,O
to,O
make,O
a,O
reservation,O
on,O
the,O
12th,O
.,O
,
Please,O
schedule,O
it,O
at,O
11:15,B-time
in,O
the,O
morning,O
.,O
,
That,O
would,O
be,O
great,O
.,O
,
I,O
want,O
to,O
try,O
booking,O
again,O
",",O
but,O
this,O
time,O
on,O
the,O
3rd,O
of,O
this,O
month,O
.,O
,
Never,O
mind,O
",",O
make,O
it,O
for,O
12:30,B-time
.,O
,
Yup,O
",",O
that,O
would,O
be,O
great,O
.,O
Are,O
the,O
prices,O
above,O
average,O
?,O
,
Thanks,O
so,O
much,O
.,O
That'll,O
be,O
all,O
for,O
today,B-date
.,O
,
I,O
need,O
somewhere,O
to,O
have,O
dinner,O
",",O
can,O
you,O
find,O
me,O
a,O
reasonably,O
priced,O
place,O
to,O
eat,O
?,O
,
I,O
want,O
something,O
to-go,B-cuisine
.,O
,
I'm,O
in,O
Walnut,O
Creek,O
at,O
the,O
moment,O
",",O
please,O
search,O
there,O
.,O
,
Do,O
they,O
have,O
live,O
music,O
?,O
Where,O
can,O
I,O
find,O
them,O
?,O
,
Okay,O
",",O
that,O
sounds,O
great,O
.,O
,
Yes,O
thanks,O
",",O
please,O
do,O
it,O
.,O
,
6,B-party_size
o,O
"""",O
clock,O
in,O
the,O
evening,O
thanks,O
.,O
,
Yes,O
that's,O
perfect,O
",",O
thanks,O
.,O
,
Thanks,O
a,O
lot,O
homie,O
.,O
,
No,O
",",O
nothing,O
at,O
all,O
.,O
,
I,O
want,O
something,O
not,O
very,O
costly,O
priced,O
,
I,O
need,O
it,O
in,O
San,O
Mateo,O
,
A,O
