Input.hotel_name,Input.hotel_address,Input.r-slot0,Input.r-slot1,Input.r-slot2,Input.r-slot3,Answer.response
Gaylord Texan Resort & Convention Center,"1501 Gaylord Trail, Grapevine, TX 76051, USA",has_bathroom_marble_in_rooms,has_desk_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,"A great choice would be the Gaylord Texan Resort & Convention Center. The upgraded rooms feature marble bathrooms for a touch of class. You'll find a desk and coffee maker in each room, perfect for getting work done."
Gaylord Texan Resort & Convention Center,"1501 Gaylord Trail, Grapevine, TX 76051, USA",has_bathroom_marble_in_rooms,has_desk_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,The Gaylord Texan Resort and Convention Center on Gaylord Trail might be what you need.  The rooms there have been upgraded and the bathrooms have marble flooring.  There is free coffee and a desk in the rooms.
Gaylord Texan Resort & Convention Center,"1501 Gaylord Trail, Grapevine, TX 76051, USA",has_bathroom_marble_in_rooms,has_desk_in_rooms,has_coffee_in_rooms,has_rooms_upgraded,"The Gaylord Texan Resort & Convention Center is a boon to business travelers but doesn't neglect luxuries. Your recently upgraded room features an all marble bathroom, personal writing desk and coffee maker."
Glenstone Lodge,"504 Historic Nature Trail, Gatlinburg, TN 37738, USA",has_coffee_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,has_room_split_level,The Glenstone Lodge does not spare guests the view and each split level room features its own balcony as well as mini fridge and coffee maker.
Glenstone Lodge,"504 Historic Nature Trail, Gatlinburg, TN 37738, USA",has_coffee_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,has_room_split_level,"How does the Glenstone Lodge sound? Each room is split-level, and has a balcony for you to walk out onto. The rooms are also equipped with both a coffee maker and a mini fridge."
Glenstone Lodge,"504 Historic Nature Trail, Gatlinburg, TN 37738, USA",has_coffee_in_rooms,has_balcony_in_rooms,has_minifridge_in_rooms,has_room_split_level,The Glenstone Lodge is an interesting hotel to stay at. All the rooms have balconies to lounge on as well as being split level. If you need them there's both a mini-fridges and coffeemaker to use as well.
Grand Hyatt Seattle,"721 Pine Street, Seattle, WA 98101, USA",has_coffee_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_fireplace,has_minifridge_in_rooms,The Grand Hyatt in Seattle boasts fireplaces and floor to ceiling windows in your rooms. Can you imagine? And they didn't forget essentials such as a mini fridge and coffee maker.
Grand Hyatt Seattle,"721 Pine Street, Seattle, WA 98101, USA",has_coffee_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_fireplace,has_minifridge_in_rooms,"I think you'd enjoy a stay at the Grand Hyatt Seattle. With large, floor to ceiling windows, the view won't disappoint. The room has coffee and a mini-fridge available, and best of all, a fireplace to cozy up against."
Grand Hyatt Seattle,"721 Pine Street, Seattle, WA 98101, USA",has_coffee_in_rooms,has_floor_to_ceiling_windows_in_rooms,has_fireplace,has_minifridge_in_rooms,A perfect choice would be the Grand Hyatt Seattle at 721 Pine Street. Each room offers floor to ceiling windows with excellent views. All rooms feature a fireplace and come with an in-room coffee maker and mini fridge.
Grand Hyatt Washington,"1000 H St NW, Washington, DC 20001, USA",has_floor_to_ceiling_windows_in_rooms,has_fireplace,has_coffee_in_rooms,has_room_service,"The Grand Hyatt Washington would be a perfect choice for your stay. It features floor to ceiling windows with excellent views in each suite. In addition, each room features a fireplace and deluxe coffee and espresso machine. The hotel also offers great amenities such as room service to all guests."
Grand Hyatt Washington,"1000 H St NW, Washington, DC 20001, USA",has_floor_to_ceiling_windows_in_rooms,has_fireplace,has_coffee_in_rooms,has_room_service,You could stay at the Grand Hyatt Washington on H St NW.  The rooms have floor to ceiling windows and fireplaces.  Enjoy coffee or room service during your stay.
Grand Hyatt Washington,"1000 H St NW, Washington, DC 20001, USA",has_floor_to_ceiling_windows_in_rooms,has_fireplace,has_coffee_in_rooms,has_room_service,The Grand Hyatt is Washington is a great place to satu.  The room service is excellent. And it has a great ambiance with the floor to ceiling windows and a fireplace.
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,"A good choice would be the Grand Wailea in Kihei. The room has a nice balcony to sit and sip coffee on, a minifridge, as well as a whirlpool tub to relax in after a long day."
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,The Grand Wailea helps you relish the view with in room balconies. You can relax in your whirlpool tube and later find time to make a cup of coffee or raid your mini fridge.
Grand Wailea,"3850 Wailea Alanui Drive, Kihei, Hawaii 96753, United States",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,The Grand Wailea is a really relaxing hotel. All the rooms have whirlpool tubs and balconies to enjoy the view. There's also mini-fridges and coffee makers there if you need either.
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",has_fireplace,has_balcony_in_rooms,has_rooms_upgraded,has_microwave_in_rooms,"The hotel I would suggest is Great Wolf Lodge.
 Located at 2501 Great Wolf Drive, Mason, OH 45040, USA has  rooms with balcony, fire place and microwave."
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",has_fireplace,has_balcony_in_rooms,has_rooms_upgraded,has_microwave_in_rooms,The Great Wolf Lodge would be a good choice.  The rooms there are upgraded and feature fireplaces and balconies.  There are also microwaves in the rooms.
Great Wolf Lodge,"2501 Great Wolf Drive, Mason, OH 45040, USA",has_fireplace,has_balcony_in_rooms,has_rooms_upgraded,has_microwave_in_rooms,The Great Wolf Lodge is a good option for you. It has a fireplace with rooms that have a microwave and a balcony. They can even upgrade your room.
Halekulani Hotel,"2199 Kalia Road, Honolulu, HI 96815, USA",has_balcony_in_rooms,has_en_suite_bathroom,has_private_bathroom,is_airy,"A great choice is the Halekulani Hotel on Kalia Road. It's an airy place and the rooms have a balcony, as well as private and en suite bathrooms."
Halekulani Hotel,"2199 Kalia Road, Honolulu, HI 96815, USA",has_balcony_in_rooms,has_en_suite_bathroom,has_private_bathroom,is_airy,"I found this hotel which has things more than what we need, like it has rooms with balcony and private bathroom. Very relaxing because of airy environment, located at 2199 Kalia rd, Honolulu, HI 96815. USA"
Halekulani Hotel,"2199 Kalia Road, Honolulu, HI 96815, USA",has_balcony_in_rooms,has_en_suite_bathroom,has_private_bathroom,is_airy,"How does the Halekulani Hotel located in Honolulu sound? The airy rooms have private bathrooms, and a balcony to enjoy the views of Hawaii with."
Hampton Inn and Suites New Orleans Downtown/French Quarter Area,"226 Carondelet Street, New Orleans, LA 70130, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"A really nice choice is the Hampton Inn and Suites New Orleans Downtown/French Quarter Area. Each room features a fully equipped kitchen, including a microwave, mini-fridge, and state of the art coffee maker. All rooms also feature a technology work station including desk, office chair, printer and free wi-fi access."
Hampton Inn and Suites New Orleans Downtown/French Quarter Area,"226 Carondelet Street, New Orleans, LA 70130, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Hampton Inn and Suites New Orleans Downtown/French Quarter Area not only puts you up in one of the most intriguing parts of the city, but does so with practical flair providing each guest's room with a mini fridge, writing desk, microwave and personal coffee maker."
Hampton Inn and Suites New Orleans Downtown/French Quarter Area,"226 Carondelet Street, New Orleans, LA 70130, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The  Hampton Inn and Suites New Orleans Downtown/French Quarter Area would be a great hotel for you. It is located in the historic French Quarter and it has several amenties.  Rooms have coffe, desks, microwaves, and minifridges."
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Hampton Inn Majestic on West Monroe Street might be a good choice.  There is a microwave, desk and minifridge in the rooms.  The rooms also include free complimentary coffee."
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"A really great choice is the Hampton Inn Majestic Chicago Theatre District. Its beautifully furnished rooms include a large king bed and classic writing desk. Rooms also feature a fully equipped kitchen, including a coffee maker, microwave and mini-fridge."
Hampton Inn Majestic Chicago Theatre District,"22 West Monroe Street, Chicago, IL 60603, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Hampton Inn Majestic in Chicago's Theatre District is just what your looking for. And when your not out exploring the city, your room provides you with all the best hermit amenities. You'll be glad to discover a microwave, mini fridge, writing desk and coffee maker at your disposal."
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"You could try the Hampton Inn Washington-Downtown-Convention Center on 6th St NW.  The rooms are furnished with a desk, microwave, and minifridge, and there is free coffee in rooms."
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"Hampton Inn Washington takes you to the convention center but also takes you back home with its in room amenities. Each room features its own writing desk, coffee maker, microwave and mini fridge."
Hampton Inn Washington-Downtown-Convention Center,"901 6th St NW, Washington, DC 20001, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Hampton Inn is a gre at place to stay.  They are beautiful rooms with added amenities.  All the rooms has a mini fridge, microwave, and coffee for your brewing pleasure."
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",has_fireplace,has_coffee_in_rooms,has_balcony_in_rooms,has_mini_bar_in_room,"Based on your preferences, I'd say the Hard Rock Hotel Palm Springs would be perfect for your needs. Each room has a balcony and coffee, so you can wake up in style. For relaxing in the evenings, you'll enjoy the fireplace and minibar in every room."
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",has_fireplace,has_coffee_in_rooms,has_balcony_in_rooms,has_mini_bar_in_room,The Hard Rock Hotel in Palm Springs marries luxury to thoughtfulness and your room will come replete with a fireplace and balcony as well as a mini bar and coffee maker!
Hard Rock Hotel Palm Springs,"150 S Indian Canyon Dr, Palm Springs, CA 92262, USA",has_fireplace,has_coffee_in_rooms,has_balcony_in_rooms,has_mini_bar_in_room,"Have you tried the Hard Rock Hotel Palm Springs? They have a fireplace as well as rooms with coffee, a mini bar, and even a balcony!"
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",has_balcony_in_rooms,has_fire_pit,has_mini_bar_in_room,has_room_service,"I know you're gonna love the Hard Rock Hotel San Diego. It's got it all - the rooms have balconies with fire pits on them. Yep, which means you could totally make s'mores at night. Or you could call for room service, or grab something from the mini-bar. It's your trip, you can do whatever you want!"
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",has_balcony_in_rooms,has_fire_pit,has_mini_bar_in_room,has_room_service,The Hard Rock Hotel San Diego does not fail to deliver with both balconies and fire pits adjacent to every room. You will also have access to the convenience of room service and your own mini bar during your stay.
Hard Rock Hotel San Diego,"207 5th Ave, San Diego, CA 92101, USA",has_balcony_in_rooms,has_fire_pit,has_mini_bar_in_room,has_room_service,The Hard Rock Hotel San Diego is an excellent fit. Each room features a large balcony with breathtaking views. The hotel offers luxury room service and features a patio with a fire pit and dining area. Each room also comes with a fully equipped mini bar.
Harrah's Cherokee Casino Resort,"777 Casino Drive, Cherokee, NC 28719, USA",has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,"We highly recommend Harrah's Cherokee Casino located at 777 Casino Drive. Its rooms offer a modern and updated kitchen area with an in-room microwave, coffee maker and mini-fridge. Each room also comes with a luxurious bathroom suite fitted with a whirlpool spa tub."
Harrah's Cherokee Casino Resort,"777 Casino Drive, Cherokee, NC 28719, USA",has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,"Harrah's Cherokee Casino Resort is not just a gambling destination. Here you will find plenty to keep you in your room. Every visitor benefits from in house microwaves, mini fridges, coffee makers and a luxurious whirlpool tub."
Harrah's Cherokee Casino Resort,"777 Casino Drive, Cherokee, NC 28719, USA",has_coffee_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_whirlpool_tub,"How about Harrah's Cherokee Casino Resort on Casino Drive?  There is a microwave, a minifridge, and coffee available in the room.  The tub is even a whirlpool!"
Harrah's Resort Atlantic City,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_water_views,has_shower_rainfall_in_rooms,"Harrah's Resort Atlantic City is a gambler's paradise but it is also a fabulous hotel. Rooms feature fantastic boardwalk and water views from massive floor to ceiling windows. You can peel off your cares later by jumping in your luxurious rainfall shower. This upgraded property doesn't just hums, it sings!"
Harrah's Resort Atlantic City,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_water_views,has_shower_rainfall_in_rooms,You might like Harrah's Resort Atlantic City on Harrah's Blvd.  The rooms are upgraded with views of the water through the ceiling to floor windows.
Harrah's Resort Atlantic City,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_water_views,has_shower_rainfall_in_rooms,"I have a great hotel in Atlantic City that offer rooms that fit your request. It's the Harrah's Resort. After you're done gambling, you can go back upstairs to your room to relax with floor to ceiling windows with a spectacular water view. These rooms have been upgraded and even include a deluxe rain shower head."
Hilton Anaheim,"777 West Convention Way, Anaheim, CA 92802, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_wet_bar_in_rooms,The Hilton Anaheim wows visitors with its floor to ceiling windows in its recently upgraded rooms that each contain a mini fridge and a wet bar.
Hilton Anaheim,"777 West Convention Way, Anaheim, CA 92802, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_wet_bar_in_rooms,"One good looking option is the Hilton Anaheim, located right on West Convention Way. The rooms have been recently upgraded and now include beautiful floor to ceiling windows. Each one also has a wet bar and mini fridge for your convenience."
Hilton Anaheim,"777 West Convention Way, Anaheim, CA 92802, USA",has_floor_to_ceiling_windows_in_rooms,has_rooms_upgraded,has_minifridge_in_rooms,has_wet_bar_in_rooms,"How does the Hilton Anaheim, located on 777 West Convention Way sound to you? The updated rooms have floor to ceiling windows for some great views. You'll also find a mini-fridge and a wet bar in the room, in case you want a snack or a drink."
Hilton Boston Downtown/Faneuil Hall,"89 Broad St, Boston, MA 02110, USA",has_bathroom_marble_in_rooms,has_desk_in_rooms,has_sofa_bed,has_wet_bar_in_rooms,"The Hilton Boston Downtown offers luxurious accommodation with all marble bathrooms, a sofa bed, wet bar and writing desk in each spacious room."
Hilton Boston Downtown/Faneuil Hall,"89 Broad St, Boston, MA 02110, USA",has_bathroom_marble_in_rooms,has_desk_in_rooms,has_sofa_bed,has_wet_bar_in_rooms,How does the Hilton Boston Downtown/Faneuil Hall sound? The rooms here have desks and sofa beds for sleeping extra guests. There's even a wet bar available in the room if you're looking to imbibe.
Hilton Boston Downtown/Faneuil Hall,"89 Broad St, Boston, MA 02110, USA",has_bathroom_marble_in_rooms,has_desk_in_rooms,has_sofa_bed,has_wet_bar_in_rooms,"The Hilton Boston Downtown on Broad Street might be perfect for you.  The bathrooms have marbled flooring.  In the rooms are a sofa bed, wet bar, and desk."
Hilton Garden Inn Denver Downtown,"1400 Welton St, Denver, CO 80202, United States",has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,"The Hilton Garden Inn in downtown Denver is just the kind of refuge you need in this fabulous city. Your room will come complete with a writing desk, microwave. mini fridge and sofa bed."
Hilton Garden Inn Denver Downtown,"1400 Welton St, Denver, CO 80202, United States",has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,"Well if you're going to be in town I recommend the Hilton Garden Inn Denver Downtown. It, of course, has desks, microwaves, and minifridge in the rooms. If you have extra guests we also have a sofa bed."
Hilton Garden Inn Denver Downtown,"1400 Welton St, Denver, CO 80202, United States",has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,I think you'd really enjoy the Hilton Garden Inn. Each room is so comfortable and comes with a sofa bed if you have a large group.  I think you'd personally love the microwave and minifridge
Hilton Garden Inn Gatlinburg,"635 River Rd, Gatlinburg, TN 37738, USA",has_balcony_in_rooms,has_fireplace,has_fire_pit,has_microwave_in_rooms,"You could try Hilton Garden Inn Gatlinburg on River Road.  Relax on the balcony, by the fireplace, or by the firepit.  If you are feeling lazy, there's even a microwave to cook!"
Hilton Garden Inn Gatlinburg,"635 River Rd, Gatlinburg, TN 37738, USA",has_balcony_in_rooms,has_fireplace,has_fire_pit,has_microwave_in_rooms,"I am suggesting this Hotel Hilton Garden Inn Gatlinburg
located at is 635 River Rd, Gatlinburg, TN 37738, USA. It has nice touch of fire place with fire pit, balcony for nice view. It has microwave in room."
Hilton Garden Inn Gatlinburg,"635 River Rd, Gatlinburg, TN 37738, USA",has_balcony_in_rooms,has_fireplace,has_fire_pit,has_microwave_in_rooms,"I highly recommend the Hilton Garden Inn Gatlinburg. Each room comes with a spacious balcony with stunning views of the mountains. Guests have access to the communal fire pit located next to the pool. Rooms also feature a gorgeous stone fireplace and come with many appliances, including a stainless steel microwave."
Hilton Garden Inn Nashville Vanderbilt,"1715 Broadway, Nashville, TN 37203, USA",has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,has_whirlpool_tub,"There's the Hilton Garden Inn Nashville Vanderbilt. They have rooms with a microwave, a mini fridge, a sofa bed, and a whirlpool tub."
Hilton Garden Inn Nashville Vanderbilt,"1715 Broadway, Nashville, TN 37203, USA",has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,has_whirlpool_tub,The Hilton Garden Inn Nashville rooms each come luxuriously equipped with a whirlpool tub and sofa. The Hilton also offers the homey comforts of a microwave and mini fridge in each room.
Hilton Garden Inn Nashville Vanderbilt,"1715 Broadway, Nashville, TN 37203, USA",has_microwave_in_rooms,has_minifridge_in_rooms,has_sofa_bed,has_whirlpool_tub,"Maybe you would like the Hilton Garden Inn Nashville Vanderbilt on Broadway in Nashville.  There is a microwave, minifridge, and sofabed in each room.  Also, the bathroom has a whirlpool tub!"
Hilton Grand Vacations on the Boulevard,"2650 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",has_coffee_in_rooms,has_kitchen_in_room,has_microwave_in_rooms,has_soaking_tubs_in_rooms,"I think you might like the Hilton Grand Vacations on the Boulevard. Their rooms are equipped with coffee makers and microwaves to make things convenient for you. You'll also find a soaking tub in the room, perfect for relaxing in."
Hilton Grand Vacations on the Boulevard,"2650 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",has_coffee_in_rooms,has_kitchen_in_room,has_microwave_in_rooms,has_soaking_tubs_in_rooms,"The Hilton Grand Vacations on the Boulevard spares no homey comfort from their guests. Each room comes equipped with a kitchen, microwave, coffee maker and the luxury of a soaking tub in every bathroom. Whether your stay is short or long the Hilton guarantees your comfort."
Hilton Grand Vacations on the Boulevard,"2650 South Las Vegas Boulevard, Las Vegas, NV 89109, USA",has_coffee_in_rooms,has_kitchen_in_room,has_microwave_in_rooms,has_soaking_tubs_in_rooms,"The Hilton Grand Vacations on the Boulevard seems like it has the basics plus a couple nice extras. There's a kitchen, with a microwave and coffee pot, in each room. Also it's got a nice tub to soak in. Not too bad."
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_patio_in_rooms,Check out the Hilton San Diego Resort & Spa. Each room comes standard with a coffee maker and mini fridge. You'll also be able to step out onto the balcony for some fresh air.
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_patio_in_rooms,"The Hilton San Diego Resort & Spa is what you're looking for. The rooms have coffee, a mini fridge, a patio and a balcony!"
Hilton San Diego Resort & Spa,"1775 East Mission Bay Drive, San Diego, CA 92109, USA",has_balcony_in_rooms,has_coffee_in_rooms,has_minifridge_in_rooms,has_patio_in_rooms,The Hilton San Diego Resort and Spa located at 1775 East Mission Bay Drive is a perfect choice. The room comes with a patio and balcony featuring stunning views of San Diego. Each room also comes with a coffee make and a stainless steel mini-fridge.
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",has_desk_in_rooms,has_safe_in_room,has_minifridge_in_rooms,has_sofa_bed,"The Hilton Times Square is already a gem in its central location but inside it delivers as well with each room featuring a writing desk, mini fridge, safe and sofa bed! What more could you ask for?"
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",has_desk_in_rooms,has_safe_in_room,has_minifridge_in_rooms,has_sofa_bed,"This hotel, named,Hilton Times Square
located at  234 W 42nd St, New York, NY 10036, is providing facilities of desk, safe mini fridge and sofa bed in rooms."
Hilton Times Square,"234 W 42nd St, New York, NY 10036, USA",has_desk_in_rooms,has_safe_in_room,has_minifridge_in_rooms,has_sofa_bed,Rooms in the Hilton Times Square  are equipped with desks and safes.  They also have minifridges and sofa beds.
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",has_desk_in_rooms,has_coffee_in_rooms,has_kitchenette_in_rooms,has_microwave_in_rooms,"For the downtown area of Chicago, Holiday Inn and Suites is a good option. Their rooms have a kitchenette with a microwave and a coffeemaker. And if you need a space to work, each room has a desk."
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",has_desk_in_rooms,has_coffee_in_rooms,has_kitchenette_in_rooms,has_microwave_in_rooms,A good choice would be the Holiday Inn & Suites Chicago-Downtown. Its rooms feature a spacious kitchenette equipped with a top of the line microwave and coffee maker. Rooms also feature a technology station including a sleek and modern writing desk with an ergonomic computer chair.
Holiday Inn & Suites Chicago-Downtown,"506 W Harrison St, Chicago, IL 60607, USA",has_desk_in_rooms,has_coffee_in_rooms,has_kitchenette_in_rooms,has_microwave_in_rooms,"The Holiday Inn & Suites in Chicago puts you right at the center of one of the country's most beloved cities. You will feel right at home in your room with your kitchenette, microwave, coffee maker and writing desk."
Holiday Inn Club Vacations Smoky Mountain Resort,"404 Historic Nature Trail, Gatlinburg, TN 37738, USA",has_balcony_in_rooms,has_fireplace,has_fire_pit,has_kitchen_in_room,You'll like the Holiday Inn Club Vacations Smoky Mountain Resort. The hotel has a fireplace and a fire pit. Also the rooms have a kitchen and a balcony.
Holiday Inn Club Vacations Smoky Mountain Resort,"404 Historic Nature Trail, Gatlinburg, TN 37738, USA",has_balcony_in_rooms,has_fireplace,has_fire_pit,has_kitchen_in_room,The Holiday Inn Club Vacations Smoky Mountain Resort is a special getaway. Enjoy rustic views from your in room balcony and gather round your personal fireplace in doors or fire pit outdoors. You even have a kitchen for your family gatherings.
Holiday Inn Club Vacations Smoky Mountain Resort,"404 Historic Nature Trail, Gatlinburg, TN 37738, USA",has_balcony_in_rooms,has_fireplace,has_fire_pit,has_kitchen_in_room,"You might enjoy staying at the Holiday Inn Club Vacations Smoky Mountain Resort on Historic Nature Trail.  The rooms have balconies, firepits, and fireplaces.  Rooms are also equipped with kitchens."
Holiday Inn Express New York City Fifth Avenue,"15 West 45th Street, New York, NY 10036, USA",has_coffee_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,has_microwave_in_rooms,"Hi, an excellent choice would be the Holiday Inn Express New York City Fifth Avenue. It offers a fully equipped kitchen featuring stainless steel microwave, state of the art coffee maker, and a stocked mini-bar. All rooms also come equipped with a luxurious wooden desk and chair for all your office needs."
Holiday Inn Express New York City Fifth Avenue,"15 West 45th Street, New York, NY 10036, USA",has_coffee_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,has_microwave_in_rooms,"The Holiday Inn Express New York City Fifth Avenue is practical oasis in one of the cities most expensive areas. in your room you will find a writing desk, coffee maker, mini bar and microwave."
Holiday Inn Express New York City Fifth Avenue,"15 West 45th Street, New York, NY 10036, USA",has_coffee_in_rooms,has_desk_in_rooms,has_mini_bar_in_room,has_microwave_in_rooms,"How does the Holiday Inn Express New York City Fifth Avenue sound? With a desk and coffee maker in each room, you're sure to be productive if you need to get work done. There's also a microwave and a mini bar in case you're feeling hungry."
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Holiday Inn Express Philadelphia-Midtown features mini fridges, microwaves and coffee makers in all of their rooms as well as the convenience of a writing desk for your personal needs."
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"An excellent choice would be the Holiday Inn Express Philadelphia-Midtown. Each room comes equipped with a large mahogany desk and writing chair. All rooms also come with a kitchenette area including a coffee maker, microwave and stocked mini-fridge."
Holiday Inn Express Philadelphia-Midtown,"1305 Walnut Street, Philadelphia, PA 19107, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"I think you'd have a good stay at the Holiday Inn Express Philadelphia-Midtown. Each room is equipped with a microwave and mini fridge in case you need a snack. There's a desk for you to do work on in theroom, and coffee to shake off that morning drowsiness."
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_kitchenette_in_rooms,"The Holiday Inn Hotel and Suites Anaheim does not leave their guests wanting for anything. Each room comes equipped with its own writing desk, coffee maker, microwave and kitchenette."
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_kitchenette_in_rooms,You might like Holiday Inn Hotel and Suites Anaheim on S Walnut St.  The rooms have a kitchenette and come equipped with a desk and microwave.  There is also free coffee in each room.
Holiday Inn Hotel and Suites Anaheim,"1240 S Walnut St, Anaheim, CA 92802, United States",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_kitchenette_in_rooms,"Why don't you try the Holiday Inn Hotel and Suites Anaheim? The rooms have a lot of options like coffee, a desk, and a kitchenette with a microwave."
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"The Holiday Inn Port Of Miami knows its in a hot location and they make sure their rooms are just as great. You can expect each room to come complete with its own coffee maker, mini fridge, microwave and writing desk for all those important letters."
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"Holiday Inn Port of Miami-Downtown on Biscayne Blvd sounds nice.  The rooms come furnished with a desk, microwave, and minifridge.  There is also complimentary coffee during your stay."
Holiday Inn Port Of Miami-Downtown,"340 Biscayne Boulevard, Miami, FL 33132, USA",has_coffee_in_rooms,has_desk_in_rooms,has_microwave_in_rooms,has_minifridge_in_rooms,"I think you should check out the Holiday Inn Port of Miami's Downtown location. Located right on Biscayne Boulevard, this hotel focuses on convenience, with a microwave and mini fridge in each room. Every room also has a desk, and comes complete with complimentary coffee!"
