Input.hotel_name,Input.hotel_address,Input.p-slot0,Input.p-slot1,Input.p-slot2,Input.p-slot3,Input.p-slot4,Input.p-slot5,Answer.response
Courtyard New York Manhattan/Fifth Avenue,"3 E 40th St, New York, NY 10016, USA",feels_contemporary,feels_upscale,has_business_center,feels_modern,is_straightforward,has_wi_fi_free,The modern upscale atmosphere of Courtyard New York Manhattan/Fifth Avenue still has a contemporary feel to it. This hotel is a straightforward place that features free wifi and a business center.
Courtyard New York Manhattan/Fifth Avenue,"3 E 40th St, New York, NY 10016, USA",feels_contemporary,feels_upscale,has_business_center,feels_modern,is_straightforward,has_wi_fi_free,"The Courtyard New York greets guests with a cool and contemporary feel from the moment you enter the upscale property. The modern atmosphere of the hotel is reflected in the amenities it seeks to provide guests with: free wifi, straightforward,no nonsense service and a state of the art business center are just a few examples of this hotel's relevancy."
Courtyard New York Manhattan/Herald Square,"71 W 35th St, New York, NY 10001, USA",has_business_center,feels_modern,feels_contemporary,feels_upscale,has_meeting_rooms,has_restaurant,"I recommend the Courtyard New York Manhattan/Herald Square. It feels very modern and contemporary with a restaurant for your culinary pleasure. It also feels upscale with a business center and meeting rooms for people who need those for work-related matters. If your are interested, the address is 71 W 35th St, New York, NY 10001."
Courtyard New York Manhattan/Herald Square,"71 W 35th St, New York, NY 10001, USA",has_business_center,feels_modern,feels_contemporary,feels_upscale,has_meeting_rooms,has_restaurant,Courtyard New York Manhattan/Herald Square wouldn't be a bad choice.  It's an upscale modern hotel with a business center and meeting rooms. It even has a restaurant.
Courtyard New York Manhattan/Herald Square,"71 W 35th St, New York, NY 10001, USA",has_business_center,feels_modern,feels_contemporary,feels_upscale,has_meeting_rooms,has_restaurant,"A good choice is Courtyard New York in Herald Square. It's a contemporary and upscale hotel with meeting rooms, a business center, and a modern restaurant."
Courtyard San Francisco Downtown,"299 2nd St, San Francisco, CA 94105, USA",feels_contemporary,has_business_center,feels_modern,has_convention_center,has_restaurant,has_meeting_rooms,"The Courtyard San Francisco Downtown is always a good option. It's a more contemporary and modern hotel. Plus it offers a ton of stuff like meeting rooms, a business center, and even a convention center."
Courtyard San Francisco Downtown,"299 2nd St, San Francisco, CA 94105, USA",feels_contemporary,has_business_center,feels_modern,has_convention_center,has_restaurant,has_meeting_rooms,"A good choice is the Courtyard San Francisco Downtown. This modern hotel offers great amenities for those traveling for work. Take advantage of the business center, convention center, or meeting rooms. There is also a restaurant available to all guests!"
Courtyard San Francisco Downtown,"299 2nd St, San Francisco, CA 94105, USA",feels_contemporary,has_business_center,feels_modern,has_convention_center,has_restaurant,has_meeting_rooms,"It looks like Courtyard San Francisco Downtown will be a great fit. This contemporary modern hotel has a convenient convention center, business center, and meeting rooms for all of your business needs, and a restaurant to kick back at the end of a long day."
Crowne Plaza New Orleans French Quarter,"739 Canal St. @ Bourbon, New Orleans, LA 70130, United States",feels_cozy,has_bar_onsite,feels_upscale,has_business_center,feels_elegant,has_restaurant,"Crowne Plaza New Orleans French Quarter is certainly nice, with a cozy and elegant feel. You can access the onsite restaurant and bar during your stay. If needed, there's also a business center for your use."
Crowne Plaza New Orleans French Quarter,"739 Canal St. @ Bourbon, New Orleans, LA 70130, United States",feels_cozy,has_bar_onsite,feels_upscale,has_business_center,feels_elegant,has_restaurant,"Crowne Plaza New Orleans French Quarter is upscale and elegant without losing its cozy feel. It features a business center, restaurant, and onsite bar."
Crowne Plaza New Orleans French Quarter,"739 Canal St. @ Bourbon, New Orleans, LA 70130, United States",feels_cozy,has_bar_onsite,feels_upscale,has_business_center,feels_elegant,has_restaurant,"I love the Crowne Plaza New Orleans French Quarter. This hotel is the perfect choice for your wanting one that is elegant and upscale. There is a cozy bar onsite and a fabulous restaurant.  It also has a business center if you need access to computers, fax etc."
Crowne Plaza South Beach - Z Ocean Hotel,"1437 Collins Avenue, Miami Beach, FL 33139, United States",feels_elegant,has_business_center,has_boardwalk,has_bar_onsite,feels_luxury,feels_chic,"A great choice for you would be the elegant Crowne Plaza South Beach - Z Ocean Hotel. It has it's own boardwalk, as well as an onsite bar if you don't feel like leaving the premises but still want to relax with a drink. It's a very luxurious hotel with a chic feel to it-- you will feel right at home."
Crowne Plaza South Beach - Z Ocean Hotel,"1437 Collins Avenue, Miami Beach, FL 33139, United States",feels_elegant,has_business_center,has_boardwalk,has_bar_onsite,feels_luxury,feels_chic,"An excellent choice would be Crowne Plaza South Beach - Z Ocean Hotel. This elegant and chic hotel offers guests a host of amenities. It offers luxurious rooms, an up-to-date business center, an onsite bar, and a beach boardwalk."
Crowne Plaza South Beach - Z Ocean Hotel,"1437 Collins Avenue, Miami Beach, FL 33139, United States",feels_elegant,has_business_center,has_boardwalk,has_bar_onsite,feels_luxury,feels_chic,"A great choice is the Crowne Plaza South Beach - Z Ocean Hotel. This elegant hotel has a scenic boardwalk, and an elegant onsite bar."
Crowne Plaza Times Square Manhattan,"1605 Broadway, New York, NY 10019, USA",feels_casual,has_breakfast_continental,feels_traditional,has_bar_onsite,has_fitness_center,has_restaurant,"The Crowne Plaza in Times Square is a nice hotel. It's traditional, yet casual. It's a good choice for food -- it has a restaurant as well as a continental breakfast and a bar onsite."
Crowne Plaza Times Square Manhattan,"1605 Broadway, New York, NY 10019, USA",feels_casual,has_breakfast_continental,feels_traditional,has_bar_onsite,has_fitness_center,has_restaurant,"You might like the Crowne Plaza in Times Square.  It is a more traditional hotel, but with a more casual feel than some Manhattan hotels.  For those days that you are tired from siteseeing or meetings you can stay in and enjoy the bar or on-site restaurant."
Crowne Plaza Times Square Manhattan,"1605 Broadway, New York, NY 10019, USA",feels_casual,has_breakfast_continental,feels_traditional,has_bar_onsite,has_fitness_center,has_restaurant,"The Crowne Plaza is located in the heart of Times Square. This traditional yet comfortably casual property offers guests a continental breakfast as well as an on site restaurant, bar and fitness center."
Crystal Gateway Marriott,"1700 Jefferson Davis Highway, Arlington, VA 22202, United States",has_bar_onsite,has_business_center,has_concierge,has_airport_shuttle,feels_upscale,feels_contemporary,"Crystal Gateway Marriott is a great hotel located on 1700 Jefferson Davis Highway, Arlington, VA 22202, United States. It feels upscale and you can tell by it having a concierge. Not to mention the bar onsite has great drinks."
Crystal Gateway Marriott,"1700 Jefferson Davis Highway, Arlington, VA 22202, United States",has_bar_onsite,has_business_center,has_concierge,has_airport_shuttle,feels_upscale,feels_contemporary,"I would go with Crystal Gateway Marriott. It has a contemporary feel, and is an upscale place. They offer airport shuttle and a business center too."
Crystal Gateway Marriott,"1700 Jefferson Davis Highway, Arlington, VA 22202, United States",has_bar_onsite,has_business_center,has_concierge,has_airport_shuttle,feels_upscale,feels_contemporary,"The Crystal Gateway Marriott offers its guests an onsite bar, a business center and expert concierge assistance. This contemporary and upscale property also conveniently provides its guests with an airport shuttle service."
Dauphine Orleans Hotel,"415 Dauphine Street, New Orleans, LA 70112, USA",has_breakfast_continental,feels_elegant,has_bar_onsite,feels_contemporary,feels_traditional,feels_modern,The  Dauphine Orleans Hotel is definitely a good choice if you like an elegant mix of traditional and modern.   It has a continental breakfast and an onsite bar.
Dauphine Orleans Hotel,"415 Dauphine Street, New Orleans, LA 70112, USA",has_breakfast_continental,feels_elegant,has_bar_onsite,feels_contemporary,feels_traditional,feels_modern,"A good choice would be Dauphine Orleans Hotel in New Orleans. It has continental breakfast and a bar onsite, providing for a modern and contemporary, elegant experience."
Dauphine Orleans Hotel,"415 Dauphine Street, New Orleans, LA 70112, USA",has_breakfast_continental,feels_elegant,has_bar_onsite,feels_contemporary,feels_traditional,feels_modern,"A great option is Dauphine Orleans Hotel. It offers lots of amenities like continental breakfast daily, an onsite bar, and very elegant and traditional decor. The outside of the hotel is more modern and contemporary than the decor and furniture inside."
Desert Palms Hotel and Suites,"631 W Katella Ave, Anaheim, CA 92802, United States",feels_relaxing,feels_cozy,has_bar_onsite,has_breakfast_buffet,feels_quaint,feels_casual,"I would recommend Hotel name is Desert Palms Hotel and Suites, as it has a casual and quaint feel. They offer a breakfast buffet and an onsite bar too. It's an overall cozy and relaxing vibe."
Desert Palms Hotel and Suites,"631 W Katella Ave, Anaheim, CA 92802, United States",feels_relaxing,feels_cozy,has_bar_onsite,has_breakfast_buffet,feels_quaint,feels_casual,"One option for the area is Desert Plam Hotel and Suites. It is relaxing, casual and cozy. It ha an onsite bar and a breakfast buffet."
Desert Palms Hotel and Suites,"631 W Katella Ave, Anaheim, CA 92802, United States",feels_relaxing,feels_cozy,has_bar_onsite,has_breakfast_buffet,feels_quaint,feels_casual,"Desert Palms Hotel and Suites might be a good choice for you.  It's a relaxing, cozy place with an onsite bar and a breakfast buffet."
Detroit Marriott at the Renaissance Center,"400 Renaissance Center, Detroit, MI 48243, USA",feels_relaxing,feels_contemporary,has_fitness_center,has_meeting_rooms,has_restaurant,popular_with_business_travelers,"The Detroit Marriott at the Renaissance Center should be ideal. They have a restaurant and fitness center too. It is pretty popular among business travelers, but it has a relaxing feel."
Detroit Marriott at the Renaissance Center,"400 Renaissance Center, Detroit, MI 48243, USA",feels_relaxing,feels_contemporary,has_fitness_center,has_meeting_rooms,has_restaurant,popular_with_business_travelers,"Detroit Marriott at the Renaissance Center is a really great option. It has a very relaxing and contemporary vibe, but is also popular with business travelers. It offers a ton of advantages like a fitness center, meeting rooms, and an awesome restaurant."
Detroit Marriott at the Renaissance Center,"400 Renaissance Center, Detroit, MI 48243, USA",feels_relaxing,feels_contemporary,has_fitness_center,has_meeting_rooms,has_restaurant,popular_with_business_travelers,"You might like the Detroit Marriott at the Renaissance Center. It feels very relaxing and is popular with business travelers. It's equipped with meeting rooms, a restaurant, and a fitness center."
Disney's All-Star Music Resort,"1801 Buena Vista Drive, Orlando, FL 32830, USA",has_area_play,has_bar_onsite,has_bar_poolside,has_child_care,has_onsite_laundry,has_lockers,"A great choice would be Disney's All-Star Music Resort. It would be great for the whole family with a play area and child care. There is also a poolside bar, lockers, and laundry facilities."
Disney's All-Star Music Resort,"1801 Buena Vista Drive, Orlando, FL 32830, USA",has_area_play,has_bar_onsite,has_bar_poolside,has_child_care,has_onsite_laundry,has_lockers,"Disney's All-Star Music Resort is dream come true for both parents and kids alike. You'll find we have a play area and child care facilities as well as onsite laundry services at your disposal. For the big kids we offer two onsite bars, one poolside and lockers to store all those things you and your little kids just had to bring along with you."
Disney's All-Star Music Resort,"1801 Buena Vista Drive, Orlando, FL 32830, USA",has_area_play,has_bar_onsite,has_bar_poolside,has_child_care,has_onsite_laundry,has_lockers,"Disney's All-Star Music Resort has many family friendly features, such as a play area, onsite laundry, and child care. For the adults, there is a poolside bar."
Disney's Art of Animation Resort,"1850 Animation Way, Lake Buena Vista, FL 32830, USA",has_area_play,has_child_care,has_onsite_laundry,has_lockers,has_wi_fi_free,is_colorful,"This hotel would be great if you are bringing children along, as it has a play area, child care, free wi-fi and is very colorful!"
Disney's Art of Animation Resort,"1850 Animation Way, Lake Buena Vista, FL 32830, USA",has_area_play,has_child_care,has_onsite_laundry,has_lockers,has_wi_fi_free,is_colorful,"Disney's Art of Animation Resort is a fun and colorful accommodation that is sure to meet everyone's expectations. There is onsite childcare, play area and pools for the kids, as well as a a drop off pool bar for the adults. No car? No problem, you can just catch the complimentary bus to head to the water parks, theme park and downtown Disney."
Disney's Art of Animation Resort,"1850 Animation Way, Lake Buena Vista, FL 32830, USA",has_area_play,has_child_care,has_onsite_laundry,has_lockers,has_wi_fi_free,is_colorful,"A good choice is Disney's Art of Animation Resort. When not out in the park, take advantage of the many amenities at this colorful resort including free wi-fi, play areas, laundry facilities, lockers, and child care."
Disney's Caribbean Beach Resort,"900 Cayman Way, Orlando, FL 32830, USA",has_bar_onsite,feels_casual,has_bicycles_for_rent,has_wi_fi_free,has_waterslide,is_colorful,"The colorful Disney's Caribbean Beach Resort is a great casual hotel to stay at. It features a free wifi, rental bicycles, a water slide, and has a bar onsite."
Disney's Caribbean Beach Resort,"900 Cayman Way, Orlando, FL 32830, USA",has_bar_onsite,feels_casual,has_bicycles_for_rent,has_wi_fi_free,has_waterslide,is_colorful,"Disney's Caribbean Beach Resort is a lovely option! It's very colorful inside and has a casual atmosphere, which is nice. They have a ton of fun amenities like an onsite bar, a waterslide, and bicycles for rent! And they also offer basic perks like free wi-fi and free breakfast."
Disney's Caribbean Beach Resort,"900 Cayman Way, Orlando, FL 32830, USA",has_bar_onsite,feels_casual,has_bicycles_for_rent,has_wi_fi_free,has_waterslide,is_colorful,"A great choice is Disney's Caribbean Beach Resort. This colorful resort offers bicycles for rent to allow guests to experience the surroundings. Don't miss the waterslide, onsite bar, or free wi-fi! This is a casual resort with a lot to do."
Disney's Contemporary Resort,"4600 North World Dr., Orlando, FL 32830, United States",has_club_level_or_floor,has_concierge,has_fitness_center,has_restaurant,has_wi_fi_free,has_waterslide,"Disney's Contemporary Resort has many amenities. Club level and concierge rooms are available. You can enjoy free wi-fi and and onsite restaurant. For recreation, there is a fitness center and waterslide."
Disney's Contemporary Resort,"4600 North World Dr., Orlando, FL 32830, United States",has_club_level_or_floor,has_concierge,has_fitness_center,has_restaurant,has_wi_fi_free,has_waterslide,"Disney's Contemporary Resort is a great choice. It has a great concierge, fitness center, free wi-fi and a restaurant. You can also stay on the club floor and even use the awesome waterslide!"
Disney's Contemporary Resort,"4600 North World Dr., Orlando, FL 32830, United States",has_club_level_or_floor,has_concierge,has_fitness_center,has_restaurant,has_wi_fi_free,has_waterslide,"You should definitely check out Disney's Contemporary Resort. They have a concierge, fitness center and free wi-fi! Plus they have an awesome indoor pool with a waterslide!"
Disney's Coronado Springs Resort,"1000 West Buena Vista Drive, Orlando, FL 32830, USA",has_ballroom,feels_casual,feels_relaxing,has_meeting_rooms,has_spa,has_wi_fi_free,"A good choice is Disney's Coronado Springs Resort. This relaxing and casual resort offers a ballroom, spa, and free wi-fi for guests. There are also meeting rooms available for those who need them."
Disney's Coronado Springs Resort,"1000 West Buena Vista Drive, Orlando, FL 32830, USA",has_ballroom,feels_casual,feels_relaxing,has_meeting_rooms,has_spa,has_wi_fi_free,Disney's Coronado Springs Resort is a fantastic family friendly casual yet relaxing resort. It is in the Animal Kingdom Resort area and has a Southwestern/Mexican atmosphere. They have a fantastic pool that has a great waterslide and is built around a replica of the Mayan Pyramid.
Disney's Coronado Springs Resort,"1000 West Buena Vista Drive, Orlando, FL 32830, USA",has_ballroom,feels_casual,feels_relaxing,has_meeting_rooms,has_spa,has_wi_fi_free,"Disney's Coronado Springs Resort is nice.  It has a ballroom, and a very relaxing, casual atmosphere. It's also equipped with free-wifi, and there's a spa."
Disney's Grand Californian Hotel & Spa,"1600 Disneyland Drive, Anaheim, CA 92802, USA",feels_casual,feels_relaxing,feels_rustic,feels_elegant,has_bar_onsite,has_onsite_cafe,"Disney's Grand Californian Hotel & Spa has a relaxing but rustic feel. It's still elegant though and they have an on site bar and cafe. I really like staying in a place with their own bar, you know?"
Disney's Grand Californian Hotel & Spa,"1600 Disneyland Drive, Anaheim, CA 92802, USA",feels_casual,feels_relaxing,feels_rustic,feels_elegant,has_bar_onsite,has_onsite_cafe,A good choice would be Disney's Grand Californian Hotel & Spa located in 1600 Disneyland Drive. It's a more casual option but with a rustic and elegant feel. The place also has an onsite bar and cafe for you to relax.
Disney's Grand Californian Hotel & Spa,"1600 Disneyland Drive, Anaheim, CA 92802, USA",feels_casual,feels_relaxing,feels_rustic,feels_elegant,has_bar_onsite,has_onsite_cafe,A wonderful choice would be Disney's Grand Californian Hotel & Spa. The rustic environment is very casual and relaxing. There is an elegant feeling bar and cafe at the hotel for your use as well!
Disney's Paradise Pier Hotel,"1717 South Disneyland Dr., Anaheim, CA 92802, USA",feels_casual,has_boardwalk,has_business_center,feels_upscale,has_bar_onsite,has_fitness_center,"Disney's Paradise Pier Hotel has a casual feel. There is a business center available to help you complete your work, then you can use the fitness center or take a relaxing walk along the boardwalk."
Disney's Paradise Pier Hotel,"1717 South Disneyland Dr., Anaheim, CA 92802, USA",feels_casual,has_boardwalk,has_business_center,feels_upscale,has_bar_onsite,has_fitness_center,"A great choice would be Disney's Paradise Pier Hotel. This casual, yet upscale hotel offers a ton of amenities, including a boardwalk and onsite bar. If you're there for business, make sure to use the onsite business center."
Disney's Paradise Pier Hotel,"1717 South Disneyland Dr., Anaheim, CA 92802, USA",feels_casual,has_boardwalk,has_business_center,feels_upscale,has_bar_onsite,has_fitness_center,"You might want to give Disney's Paradise Pier Hotel a try.  It's an entertaining upscale hotel. It's got a boardwalk, a fitness center, and a bar."
Disney's Port Orleans Resort - Riverside,"1251 Riverside Dr, Lake Buena Vista, FL 32830, USA",feels_elegant,feels_casual,feels_relaxing,has_bar_onsite,has_restaurant,has_wi_fi_free,A very nice choice is Disney's Port Orleans Resort - Riverside. This elegant yet casual feeling resort offers a restaurant and an onsite bar. Free wi-fi is also offered to guests.
Disney's Port Orleans Resort - Riverside,"1251 Riverside Dr, Lake Buena Vista, FL 32830, USA",feels_elegant,feels_casual,feels_relaxing,has_bar_onsite,has_restaurant,has_wi_fi_free,Disney's Port Orleans Resort - Riverside is a good choice if you like Disney.  It's very relaxing and casual. The wifi is free and the food is good.
Disney's Port Orleans Resort - Riverside,"1251 Riverside Dr, Lake Buena Vista, FL 32830, USA",feels_elegant,feels_casual,feels_relaxing,has_bar_onsite,has_restaurant,has_wi_fi_free,"I really love Disney's Port Orleans Resort - Riverside! It's got a very casual, yet elegant feel to it and is the perfect place for a relaxing vacation! Plus, they have a very nice restaurant and bar on site, and they even offer free wi-fi to guests!"
Disney's Saratoga Springs Resort & Spa,"1960 Broadway, Lake Buena Vista, FL 32830, United States",has_child_care,has_area_play,feels_elegant,feels_luxury,has_bicycles_for_rent,feels_traditional,A good choice would be Disney's Saratoga Springs Resort & Spa in Lake Buena Vista. It has child care as well as a play area for them and bicycles for rent and provides for a luxurious and elegant as well as traditional experience.
Disney's Saratoga Springs Resort & Spa,"1960 Broadway, Lake Buena Vista, FL 32830, United States",has_child_care,has_area_play,feels_elegant,feels_luxury,has_bicycles_for_rent,feels_traditional,You might want to consider Disney's Saratoga Springs Resorts & Spa.  Your family will enjoy the play areas and ability to rent bikes.  The adults will appreciate the elegance and the freedom the on-site day care provides.
Disney's Saratoga Springs Resort & Spa,"1960 Broadway, Lake Buena Vista, FL 32830, United States",has_child_care,has_area_play,feels_elegant,feels_luxury,has_bicycles_for_rent,feels_traditional,A good choice would be Disney's Saratoga Springs Resort & Spa. This traditional resort includes family friendly options such as a play area and bicycles available for rent. Childcare is offered as well.
DoubleTree by Hilton Hotel & Suites Jersey City,"455 Washington Blvd, Jersey City, NJ 07310, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_restaurant,has_meeting_rooms,"The DoubleTree by Hilton Hotel & Suites Jersey City is a modern, contemporary hotel. A business center and meeting rooms are available. It is a casual hotel with a restaurant."
DoubleTree by Hilton Hotel & Suites Jersey City,"455 Washington Blvd, Jersey City, NJ 07310, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_restaurant,has_meeting_rooms,"If you're looking for somewhere to host a business retreat at, DoubleTree by Hilton Hotel & Suites at Jersey City sounds perfect. It feels modern and casual, very contemporary. It's got meeting rooms as well as a business center and a restaurant, so there's lots of resources for a company gathering."
DoubleTree by Hilton Hotel & Suites Jersey City,"455 Washington Blvd, Jersey City, NJ 07310, USA",feels_contemporary,feels_modern,has_business_center,feels_casual,has_restaurant,has_meeting_rooms,A good choice would be the DoubleTree by Hilton Hotel & Suites Jersey City. This casual facility is great for work. There is a modern business center and restaurant on site. There are also meeting rooms if you should need them.
DoubleTree by Hilton Hotel Atlanta Downtown,"160 Ted Turner Drive Northwest, Atlanta, GA 30303, USA",feels_casual,feels_contemporary,feels_modern,has_bar_onsite,has_meeting_rooms,has_restaurant,"A modern contemporary hotel DoubleTree by Hilton Hotel Atlanta Downtown still has a casual atmosphere. Some of the amenities include an onsite bar, meeting rooms and a restaurant."
DoubleTree by Hilton Hotel Atlanta Downtown,"160 Ted Turner Drive Northwest, Atlanta, GA 30303, USA",feels_casual,feels_contemporary,feels_modern,has_bar_onsite,has_meeting_rooms,has_restaurant,A very nice choice is the DoubleTree by Hilton Hotel Atlanta Downtown. The hotel has a modern but casual feel to it. Enjoy a meal at the restaurant or a drink at the onsite bar. There are meeting rooms available to guests as well.
DoubleTree by Hilton Hotel Atlanta Downtown,"160 Ted Turner Drive Northwest, Atlanta, GA 30303, USA",feels_casual,feels_contemporary,feels_modern,has_bar_onsite,has_meeting_rooms,has_restaurant,"I think the DoubleTree by Hilton Hotel Atlanta Downtown is a really nice choice. It has a very casual, yet modern feel about it. All the rooms are quite spacious and decorated in a contemporary style. Plus, it has a bar, restaurant, and meeting rooms for use if you're a guest."
DoubleTree by Hilton Hotel Chicago - Magnificent Mile,"300 E Ohio St, Chicago, IL 60611, USA",feels_upscale,feels_traditional,has_lake,has_meeting_rooms,has_restaurant,has_fitness_center,"A good choice is the DoubleTree by Hilton in Chicago.It's upscale and traditional, with meeting rooms, a restaurant, and a fitness center overlooking the lake."
DoubleTree by Hilton Hotel Chicago - Magnificent Mile,"300 E Ohio St, Chicago, IL 60611, USA",feels_upscale,feels_traditional,has_lake,has_meeting_rooms,has_restaurant,has_fitness_center,"The DoubleTree by Hilton Hotel Chicago - Magnificent Mile is a great hotel.  It's upscale but traditional is located by a lake. For ammenities, it has a restaurant and a fitness center, as well as meeting rooms."
DoubleTree by Hilton Hotel Chicago - Magnificent Mile,"300 E Ohio St, Chicago, IL 60611, USA",feels_upscale,feels_traditional,has_lake,has_meeting_rooms,has_restaurant,has_fitness_center,"The traditional upscale hotel, DoubleTree by Hilton Hotel Chicago - Magnificent Mile, is located near a picturesque lake. It also features a restaurant, fitness center, and a multitude of meeting rooms."
DoubleTree by Hilton Hotel Philadelphia Center City,"237 South Broad Street, Philadelphia, PA 19107, USA",feels_contemporary,has_business_center,feels_modern,has_free_breakfast,has_meeting_rooms,has_fitness_center,"A good option is the DoubleTree by Hilton Hotel Philadelphia Center City.  This modern facility offers a free breakfast, a business center, meeting rooms, and a fitness center. This is a great hotel for the business traveler."
DoubleTree by Hilton Hotel Philadelphia Center City,"237 South Broad Street, Philadelphia, PA 19107, USA",feels_contemporary,has_business_center,feels_modern,has_free_breakfast,has_meeting_rooms,has_fitness_center,DoubleTree by Hilton Hotel is located on Broad Street right in the heart of Philadelphia. This hotel has free breakfast and a fitness center to start your mornings. The DoubleTree has a business center and meeting rooms to accommodate any work related activities you may encounter.
DoubleTree by Hilton Hotel Philadelphia Center City,"237 South Broad Street, Philadelphia, PA 19107, USA",feels_contemporary,has_business_center,feels_modern,has_free_breakfast,has_meeting_rooms,has_fitness_center,"A good choice would be the DoubleTree by Hilton in Philadelphia. It's contemporary and modern, with free breakfast, a fitness center, meeting rooms, and a large business center."
DoubleTree by Hilton Hotel Washington DC-Crystal City,"300 Army Navy Drive, Arlington, VA 22202, USA",feels_contemporary,feels_no_frills,feels_modern,has_business_center,has_bar_onsite,has_rooftop_bar,The DoubleTree by Hilton is fairly contemporary and modern but it's also pretty basic. There's a business center and I almost forgot to mention that have a pretty cool roof top bar.
DoubleTree by Hilton Hotel Washington DC-Crystal City,"300 Army Navy Drive, Arlington, VA 22202, USA",feels_contemporary,feels_no_frills,feels_modern,has_business_center,has_bar_onsite,has_rooftop_bar,"A good choice is the DoubleTree by Hilton Hotel in Arlington. It's a no frills, contemporary hotel with a modern rooftop bar and a business center."
DoubleTree by Hilton Hotel Washington DC-Crystal City,"300 Army Navy Drive, Arlington, VA 22202, USA",feels_contemporary,feels_no_frills,feels_modern,has_business_center,has_bar_onsite,has_rooftop_bar,A great choice is the DoubleTree by Hilton Hotel Washington DC-Crystal City. This modern hotel offers both an onsite bar and a rooftop bar where the sights of Washington D.C. can be enjoyed. Also available to guests is the business center.
DoubleTree by Hilton New Orleans,"300 Canal Street, New Orleans, Louisiana 70130, United States",has_fitness_center,has_meeting_rooms,has_onsite_cafe,has_swimming_pool_outdoor,is_open_seasonally,is_historic,"The historic DoubleTree by Hilton New Orleans is open seasonally through the year. Some of the many amenities include, an outdoor swimming pool, meeting rooms, fitness center, and an onsite cafe."
DoubleTree by Hilton New Orleans,"300 Canal Street, New Orleans, Louisiana 70130, United States",has_fitness_center,has_meeting_rooms,has_onsite_cafe,has_swimming_pool_outdoor,is_open_seasonally,is_historic,"A good choice would by the DoubleTree by Hilton in New Orleans. It has a fitness center, meeting rooms, a seasonally opened outdoor swimming pool and an onsite cafe. It's a historic hotel."
DoubleTree by Hilton New Orleans,"300 Canal Street, New Orleans, Louisiana 70130, United States",has_fitness_center,has_meeting_rooms,has_onsite_cafe,has_swimming_pool_outdoor,is_open_seasonally,is_historic,"A perfect choice would be the DoubleTree by Hilton New Orleans. In a city rich in history sits this historic hotel. It has seasonal openings, so you may want to check first. Modern amenities include an outdoor swimming pool, cafe, meeting rooms, and a fitness center so you don't miss that workout!"
DoubleTree by Hilton New York City Financial District,"8 Stone Street, New York, NY 10004, USA",feels_chic,feels_contemporary,feels_modern,feels_casual,has_business_center,is_historic,"I'd strongly recommend the DoubleTree by Hilton New York City Financial District if you want something chic and modern. It's in a historic building, but features contemporary decor and furnishings inside. It has several amenities, including a pretty sweet business and technology center."
DoubleTree by Hilton New York City Financial District,"8 Stone Street, New York, NY 10004, USA",feels_chic,feels_contemporary,feels_modern,feels_casual,has_business_center,is_historic,A perfect choice would be the DoubleTree by Hilton New Your City Financial District. It is an historic facility with a contemporary and casual feel to it. There is a business center available for your use.
DoubleTree by Hilton New York City Financial District,"8 Stone Street, New York, NY 10004, USA",feels_chic,feels_contemporary,feels_modern,feels_casual,has_business_center,is_historic,A great choice would be the DoubleTree by Hilton in New York. It's a historic hotel with a business center and provides for a casual and contemporary experience.
DoubleTree by Hilton Orlando at SeaWorld,"10100 International Drive, Orlando, FL 32821, USA",has_business_center,feels_chic,feels_elegant,has_bar_onsite,feels_upscale,has_restaurant,"I believe the chic DoubleTree by Hilton Orlando at SeaWorld might be what you're looking for. It's located at 10100 International Drive in Orlando, Florida and has an onsite bar and restaurant in an upscale and elegant atmosphere."
DoubleTree by Hilton Orlando at SeaWorld,"10100 International Drive, Orlando, FL 32821, USA",has_business_center,feels_chic,feels_elegant,has_bar_onsite,feels_upscale,has_restaurant,"The DoubleTree by Hilton Orlando at SeaWorld has a business center and a restaurant. It's chic, upscale, and elegant. You might enjoy it."
DoubleTree by Hilton Orlando at SeaWorld,"10100 International Drive, Orlando, FL 32821, USA",has_business_center,feels_chic,feels_elegant,has_bar_onsite,feels_upscale,has_restaurant,"A very nice choice is the DoubleTree by Hilton Orlando at SeaWorld. When you aren't out enjoying the park, be sure to enjoy all this elegant hotel has to offer! There is a business center available for use, an onsite bar, and an upscale restaurant that you don't want to miss!"
Doubletree Hotel Houston Downtown,"400 Dallas Street, Houston, TX 77002, United States",feels_modern,feels_contemporary,has_business_center,has_bar_onsite,has_event_space,has_restaurant,I'd definitely recommend the very modern and affordable Doubletree Hotel Houston Downtown. It offers nice rooms with contemporary furnishings. The hotel also has an onsite restaurant and bar and an event space for rental.
Doubletree Hotel Houston Downtown,"400 Dallas Street, Houston, TX 77002, United States",feels_modern,feels_contemporary,has_business_center,has_bar_onsite,has_event_space,has_restaurant,"The Doubletree Hotel Houston Downtown is a modern hotel with a business center and an onsite bar. It has event space, a restaurant, and a bar."
Doubletree Hotel Houston Downtown,"400 Dallas Street, Houston, TX 77002, United States",feels_modern,feels_contemporary,has_business_center,has_bar_onsite,has_event_space,has_restaurant,"A popular hotel is the Doubletree Hotel Houston which is located downtown. They are modern, have abusiness center and event space. They also have a restaurant and an onsite bar."
