Phrase,Intent
I am fine with that. Can you tell me what kind of food they serve and if they have live music?,AFFIRM
I am fine with that. Can you tell me what kind of food they serve and if they have live music?,REQUEST
Excellent. Thank you.,THANK_YOU
No. I am all set. Thanks again.,THANK_YOU
No. I am all set. Thanks again.,NEGATE
I want to make a reservation at Asya,INFORM
Asya is in San Carlos. The reservation is for three people at 7 in the evening.,INFORM
Make the reservation for 13:15.,INFORM
Yes. What is the address and the contact number?,AFFIRM
Yes. What is the address and the contact number?,REQUEST
Thank You,THANK_YOU
No thanks.,THANK_YOU
No thanks.,NEGATE
I would like to make a reservation at a restaurant,INFORM
The restaurant is named Foreign Cinema. I want to reserve it for later today.,INFORM
Reserve it for this evening 7 pm for 6 people.,INFORM
Please search in SFO.,INFORM
This is incorrect. The restaurant is Black Angus.,INFORM
This is incorrect. The restaurant is Black Angus.,NEGATE
Yes this is correct.,AFFIRM
I would like to make a reservation at a restaurant. Please reserve it for half past 7 in the evening.,INFORM
Yes this is good. What is the address of this restaurant? Does it serve American food?,AFFIRM
Yes this is good. What is the address of this restaurant? Does it serve American food?,REQUEST
I want to book a table,INFORM
I think 7:30 in the evening would be good,INFORM
There's a place in San Jose called Pearl River - can you just book it for one please,INFORM
Actually can you make it for 2?,INFORM
Actually can you make it for 2?,NEGATE
Perfect! Is it a budget place? And do they have live music?,AFFIRM
Perfect! Is it a budget place? And do they have live music?,REQUEST
"Lovely, thank you. I don't need anything else.",THANK_YOU
"Lovely, thank you. I don't need anything else.",GOODBYE
I would like to make a reservation for the 4th of March.,INFORM
It's called the Alembic.,INFORM
Our reservation is at 11:30 for four people.,INFORM
Search in San Francisco.,INFORM
"No, the reservation is at Paradise Sushi.",INFORM
"No, the reservation is at Paradise Sushi.",NEGATE
It's supposed to be on the 2nd.,INFORM
It's supposed to be on the 2nd.,NEGATE
That works!,AFFIRM
I need a 1:30 pm reservation.,INFORM
Yes! Can I see a menu and drink list?,AFFIRM
Yes! Can I see a menu and drink list?,REQUEST
I want to make a reservation at a restaurant. I want it in Oakland.,INFORM
The restaurant is Shakewell. Make it at 11:30 in the morning.,INFORM
No. The restaurant is Villa D'este. I want it in San Francisco.,INFORM
No. The restaurant is Villa D'este. I want it in San Francisco.,NEGATE
No. Make it at 4:30 pm.,INFORM
No. Make it at 4:30 pm.,NEGATE
i want to make a reservation at restaurant,INFORM
the restaurant is la traviata.i want it in san fran.make it at 6:30 pm,INFORM
yes that works for me.do they have live music?,AFFIRM
yes that works for me.do they have live music?,REQUEST
thank you very much.that is all i need.,THANK_YOU
thank you very much.that is all i need.,GOODBYE
"I'm meeting a friend soon, and we'd like to make a reservation at a restaurant.",INFORM
"I'm thinking about Rice Bowl, at morning 11:30",INFORM
"Antioch please, on the 7th of this month.",INFORM
"Yes, that's correct. What is their address?",AFFIRM
"Yes, that's correct. What is their address?",REQUEST
What's their phone number? Do you know if they serve pasta?,REQUEST
Thank you very much?,THANK_YOU
No. Thank you,THANK_YOU
No. Thank you,NEGATE
I need to make a reservation for a lunch date,INFORM
Look in San Bruno for a reservation at quarter past 11 in the morning,INFORM
Bj's is my first choice,INFORM
Please check that for me.,AFFIRM
Thank you for suggesting another time. That is all for now,THANK_YOU
Thank you for suggesting another time. That is all for now,GOODBYE
I would like to make a reservation at the Firehouse Grill in Sunnyvale at 6:45 pm on the 12th of this month.,INFORM
"Yes. Do they serve Pizza and Pasta, and also liquor?",AFFIRM
"Yes. Do they serve Pizza and Pasta, and also liquor?",REQUEST
"I want to go out to dinner next week. Can you make me a reservation for 7 o""clock in the evening?",INFORM
"No I left LA yesterday, find restaurants in Lafayette please.",INFORM
"Yes, I really want to try The Park. See if it's available on the 6th.",INFORM
Yes that's perfect. Do you know if a band is playing that night? Also do they serve Burrito food at the bar?,AFFIRM
Yes that's perfect. Do you know if a band is playing that night? Also do they serve Burrito food at the bar?,REQUEST
"Awesome, thank you!",THANK_YOU
"No that's it, thanks again.",THANK_YOU
"No that's it, thanks again.",NEGATE
"I want a reservation at El Tesoro at 7:45 in the evening, in SFO.",INFORM
What's their phone number? How pricey are they?,REQUEST
I want it on the 4th day of the month. I want the city of SFO.,INFORM
The restaurant is called Mission Beach Cafe. Make the reservation at 18:45.,INFORM
"That is incorrect, the restaurant is Hisui 2.",INFORM
"That is incorrect, the restaurant is Hisui 2.",NEGATE
"I want to make a reservation at the restaurant, and I want it to be Sunday this week.",INFORM
"Yes that works, is the price intermediate priced or expensive?",AFFIRM
"Yes that works, is the price intermediate priced or expensive?",REQUEST
I'd like to make a reservation at a restaurant.,INFORM
The restaurant is Coupa Cafe in Palo Alto.,INFORM
Please make it for 4:45 pm.,INFORM
Yes that works for me. Is it in the bargain price range?,AFFIRM
Yes that works for me. Is it in the bargain price range?,REQUEST
What is their contact number?,REQUEST
I would like to reserve a table at a restaurant.,INFORM
"The name of the restaurant is Marche Aux Fleurs. The location is in Ross, and the date is on the 10th.",INFORM
I would like it to be a eleven am.,INFORM
Yup sounds great to me.,AFFIRM
Thanks a ton!,THANK_YOU
"Nope, that's it, thanks!",THANK_YOU
"Nope, that's it, thanks!",NEGATE
I need to make a dinner reservation.,INFORM
I need the reservation to be made for eleven in the morning at the Station House restaurant in Point Reyes Station.,INFORM
It should be for 4 people.,INFORM
It should be for 4 people.,NEGATE
"Yes, thank you.",AFFIRM
I'd like to eat at Rivoli,INFORM
"It's in Berkeley. Let's book for March 7th at 12 o""clock in the afternoon",INFORM
"yes, All correct",AFFIRM
Thank you,THANK_YOU
"No, I'm alright",THANK_YOU
"No, I'm alright",NEGATE
"I'd like to eat at Little Nepal, evening 6:30.",INFORM
I would like the reservation on the 7th; it's in SF.,INFORM
"Yes, that would be great. Do they serve liquor? What's the exact address?",AFFIRM
"Yes, that would be great. Do they serve liquor? What's the exact address?",REQUEST
Thanks a lot!,THANK_YOU
No. Thanks a lot.,THANK_YOU
No. Thanks a lot.,NEGATE
I'd like to make a restaurant reservation.,INFORM
"I'd like Rubio's in Cupertino, if possible.",INFORM
"17:30, please.",INFORM
What's Rubio's address? Do they serve Taiwanese food?,REQUEST
"Hi, I am going out with my friend soon. I would like to make a reservation at a restaurant.",INFORM
I would like a reservation for March 11th in San Rafael at 18:00.,INFORM
I would like to go to Bj's.,INFORM
"Actually, can you make the reservation for twelve in the afternoon.",INFORM
"Actually, can you make the reservation for twelve in the afternoon.",NEGATE
Yes that works. What is the address?,AFFIRM
Yes that works. What is the address?,REQUEST
What is the price range? What is the phone number?,REQUEST
No. Thank you !,THANK_YOU
No. Thank you !,NEGATE
I am looking for a restaurant in San Ramon.,INFORM
For the 4th of March at 18:45 in the restaurant Yayume.,INFORM
"Yes, that's good. Are they pricey?",AFFIRM
"Yes, that's good. Are they pricey?",REQUEST
Does the restaurant also serve Szcheuan food?,REQUEST
"No. That was it, thanks.",THANK_YOU
"No. That was it, thanks.",NEGATE
I would like to reserve a table for dinner.,INFORM
"I like Babu Ji, in SFO. There will be four of us",INFORM
At 5:30 in the evening.,INFORM
"Yes, that's right!",AFFIRM
Is there live music at that restaurant?,REQUEST
"Ok, thank you, that will be all.",THANK_YOU
"Ok, thank you, that will be all.",GOODBYE
I want to go to Campo Fina in Healdsburg at 5:45 pm.,INFORM
"Yes, that's good. What type of food can I eat there?",AFFIRM
"Yes, that's good. What type of food can I eat there?",REQUEST
"Thank you, that's all I need.",THANK_YOU
"Thank you, that's all I need.",GOODBYE
I would like to make a reservation at the restaurant Acquerello.,INFORM
The reservation should be in San Francisco at 6:15 in the evening.,INFORM
"Yes, go ahead.",AFFIRM
Thank you. That is all I need.,THANK_YOU
Thank you. That is all I need.,GOODBYE
I would like to make a reservation at Chef Zhao restaurant at 11 am,INFORM
Palo Alto would be great,INFORM
Yes! That works for me.,AFFIRM
Is the restaurant costly?,REQUEST
What is their address?,REQUEST
I am meeting my brother to have a meal together so I want to make a reservation at seven in the evening.,INFORM
I want the restaurant Yi Yuan in Millbrae.,INFORM
Great! That is perfect. Now I need to know if they have live music?,AFFIRM
Great! That is perfect. Now I need to know if they have live music?,REQUEST
Thank you for all of your work.,THANK_YOU
"No. Everything is great, thank you.",THANK_YOU
"No. Everything is great, thank you.",NEGATE
I'd like to reserve a table at a nearby restaurant.,INFORM
Let's set it up for 6:30 pm at Sakoon.,INFORM
It's located in Mountain View.,INFORM
"Actually, let's make it 7 pm.",INFORM
"Actually, let's make it 7 pm.",NEGATE
"Let's make the restaurant Peacock's Koriander, on the 10th.",INFORM
"Let's make the restaurant Peacock's Koriander, on the 10th.",NEGATE
That's right. What is their contact information?,AFFIRM
That's right. What is their contact information?,REQUEST
"That's it, thank you.",THANK_YOU
"That's it, thank you.",NEGATE
I'm looking for somewhere I can grab some food in Fremont. Something intermediate priced would be perfect.,INFORM
Asian Fusion food would be perfect.,INFORM
What's their address and contact number?,REQUEST
"Yeah, that works for me. I'd like to make reservations at a restaurant on the 10th of March.",INFORM
"Yeah, that works for me. I'd like to make reservations at a restaurant on the 10th of March.",SELECT
"1:30 in the afternoon, for 5 people.",INFORM
"Yeah, that works for me. Do they serve liquor? Live music?",AFFIRM
"Yeah, that works for me. Do they serve liquor? Live music?",REQUEST
Thanks a bunch!,THANK_YOU
I'm hungry and want to find a great restaurant.,INFORM
"I'll be eating in SF. I love Japanese, that would be great.",INFORM
Where are they located?,REQUEST
What's their phone number?,REQUEST
That sounds great. Can I make a reservation now?,INFORM
That sounds great. Can I make a reservation now?,SELECT
Let's make it for 12:30 pm.,INFORM
"Great, I confirm. Do you know if there is live music at the restaurant?",AFFIRM
"Great, I confirm. Do you know if there is live music at the restaurant?",REQUEST
Thanks a lot. That's all the information I need.,THANK_YOU
Thanks a lot. That's all the information I need.,GOODBYE
Could you find a restaurant for me? I'm looking for a place to eat.,INFORM
I'm looking for European food in San Francisco. ,INFORM
What is their contact number? Do they have live music?,REQUEST
Can you suggest any other restaurant?,REQUEST_ALTS
"Yes, that works for me. ",SELECT
"Yes, I want the reservation for 6 people at  1 o""clock in the afternoon.",INFORM
"Yes, I want the reservation for 6 people at  1 o""clock in the afternoon.",AFFIRM
"Oh, wait, it's for five people, not 6.",INFORM
"Oh, wait, it's for five people, not 6.",NEGATE
Yes that works for me. ,AFFIRM
Do they serve liquor? ,REQUEST
Do they have live music? What is their address?,REQUEST
Thank you very much. That is all I need.,THANK_YOU
Thank you very much. That is all I need.,GOODBYE
Can you recommend a place to eat?,INFORM
I am in the Pacifica area. I would like Sushi at an afforadable price.,INFORM
"That sounds good, thank you.",SELECT
"Can you help me make a reservations at "" 8 Sushi "" restaurant?",INFORM
I would like it to be March 1st at 6 pm.,INFORM
That sounds great.,SELECT
That sounds great.,AFFIRM
"No, that will be all thank you.",THANK_YOU
"No, that will be all thank you.",NEGATE
I'm looking for a good place to eat to take my date. She really like's Shabu-shabu food and lives in Berkeley. ,INFORM
Sounds really good!,SELECT
Yes please do. ,AFFIRM
How about 11:30 AM on Sunday this week for 2. ,INFORM
That will work!,AFFIRM
"I am just getting off work, could you recommend a place to get some food?",INFORM
"I'd like it in SF, please.",INFORM
I would love some curry.,INFORM
Could I get another option?,REQUEST_ALTS
"That sounds great. I'd like to make a reservation for 3 at six pm, on March 2nd.",INFORM
"That sounds great. I'd like to make a reservation for 3 at six pm, on March 2nd.",SELECT
That is exactly right.,AFFIRM
Any chance they have live music? And do you have their number if I need to reach out to them?,REQUEST
"Sweet, thanks so much.",THANK_YOU
"Nope, nothing at all. Thanks for your help!",THANK_YOU
"Nope, nothing at all. Thanks for your help!",NEGATE
I am looking for a place to eat. I want a place which serves alcohol.,INFORM
I would like to have some pizza and pasta in Campbell.,INFORM
What is their phone number and are there prices economical?,REQUEST
Could you suggest any other restaurant?,REQUEST_ALTS
Yes I want to make a reservation for the 14th of March for two people. ,INFORM
Yes I want to make a reservation for the 14th of March for two people. ,AFFIRM
Reserve it for 6 in the evening. ,INFORM
Yes that works for me. Are the prices economical and do they play live music?,AFFIRM
Yes that works for me. Are the prices economical and do they play live music?,REQUEST
No. Thank you very much. ,THANK_YOU
No. Thank you very much. ,NEGATE
"I'm very hungry right now, I'd like to eat somewhere.",INFORM
"Maybe something exotic, like Chinese food.",INFORM
Only around San Francisco.,INFORM
What other options are there?,REQUEST_ALTS
"I'd also like it to have this restaurant live music inside, and to have a large variety of liquor to order as well.",REQUEST
"Sounds fine. Make a reservation for two people, please.",INFORM
"Sounds fine. Make a reservation for two people, please.",SELECT
"Would be nice Half past 12 in the afternoon for the day after tomorrow, please.",INFORM
"You know what, better make it at 6 o""clock in the evening for three people",INFORM
"You know what, better make it at 6 o""clock in the evening for three people",NEGATE
"nope, changed my mind, better on 7th of March.",INFORM
"nope, changed my mind, better on 7th of March.",NEGATE
that would be great.,AFFIRM
"thanks a lot, that is all for now",THANK_YOU
"thanks a lot, that is all for now",GOODBYE
I wanna find a place to eat. ,INFORM
I need it in San Francisco. Some veggie food will be great. ,INFORM
Is the price range on the page expensive?,REQUEST
Tell me their address.,REQUEST
Yes that is fine,SELECT
"Yes, I want a reservation. ",AFFIRM
I want it to be at afternoon 12:30 and on Saturday this week.,INFORM
Yes that is good,AFFIRM
Give me their number and tell me if they serve liquor. ,REQUEST
Im very hungry I would like to eat somewhere,INFORM
Hayward would be nice.,INFORM
I'm on the mood for some dumplings.,INFORM
Whats the address?,REQUEST
any other option close by?,REQUEST_ALTS
You know their phone number? also would they have some live music?,REQUEST
"Right, make a reservation at 7:30 pm on the 11th of this month for 2 people, please.",INFORM
"Right, make a reservation at 7:30 pm on the 11th of this month for 2 people, please.",SELECT
"Yep, that would be great. Do they serve nice liquor?",AFFIRM
"Yep, that would be great. Do they serve nice liquor?",REQUEST
"that's great, thank you very much",THANK_YOU
"that's great, thank you very much",GOODBYE
My family and I will be taking a vacation in the near future.  Do you have any suggestions on a place to eat?,INFORM
We will be arriving in Newark this weekend. We love to dine at a restaurant specializing in Afghan food.,INFORM
What is the address of this restaurant? Do you know the average price of dinner at this place?,REQUEST
This place sounds perfect for us.,SELECT
Yes a reservation would be a good idea.,AFFIRM
We would like to have lunch at this restaurant. Please make the reservation in the afternoon 1. ,INFORM
Would you please change that reservation to a table for 4 people.,INFORM
Would you please change that reservation to a table for 4 people.,NEGATE
"I'm sorry, would you please make the reservation on the 7th in the evening 5?",INFORM
"I'm sorry, would you please make the reservation on the 7th in the evening 5?",NEGATE
"Thank you. Do you know if they serve liquor? Also, will you give me their phone number?",AFFIRM
"Thank you. Do you know if they serve liquor? Also, will you give me their phone number?",REQUEST
Not at this time. Thank you for your assistance. ,THANK_YOU
Not at this time. Thank you for your assistance. ,NEGATE
I am meeting a friend and we plant to get food. Can you find me a place that sells noodles in Millbrae?,INFORM
I am looking for a different noodle place that is inexpensive. Are there cheaper places in Millbrae?,INFORM
I am looking for a different noodle place that is inexpensive. Are there cheaper places in Millbrae?,REQUEST_ALTS
I would like to go to Cheung Hing Restaurant. Please make a reservation.,INFORM
I would like to go to Cheung Hing Restaurant. Please make a reservation.,SELECT
I would like the reservation for 17:00.,INFORM
I would like to make the booking at evening 7:30 on March 10th.,INFORM
I would like to make the booking at evening 7:30 on March 10th.,NEGATE
I would like the reservation changed to March 5th.,INFORM
I would like the reservation changed to March 5th.,NEGATE
"Yes, I would like to confirm the reservation.",AFFIRM
"Thank you, that is all I need.",THANK_YOU
"Thank you, that is all I need.",GOODBYE
I am going out to dinner later. Do you know of any good restaurants in SF?,INFORM
I would like some California style food.,INFORM
"I want somewhere that is more expensive, do you know of anywhere else?",INFORM
"I want somewhere that is more expensive, do you know of anywhere else?",REQUEST_ALTS
Do you know if they serve alcoholic beverages there?,REQUEST
Does the restaurant have any live music playing?,REQUEST
"That restaurant sounds great to me, I would like to make a reservation there.",INFORM
"That restaurant sounds great to me, I would like to make a reservation there.",SELECT
I would like to make the reservation for twelve in the afternoon.,INFORM
That is great. What is the phone number for Alta Msp?,AFFIRM
That is great. What is the phone number for Alta Msp?,REQUEST
What is the address for Alta Msp?,REQUEST
"I am going out later with my girlfriend and we would like to go to a restaurant for dinner, can you recommend a place?",INFORM
I want to eat fast food such as burgers in San Jose.,INFORM
Can you tell me any other place?,REQUEST_ALTS
Where can I find it and do they sell liquor?,REQUEST
Sure please make a reservation.,AFFIRM
At half past 7 in the evening please and please make it for 2 people.,INFORM
Yes. Can you give me their contact number.,AFFIRM
Yes. Can you give me their contact number.,REQUEST
Are they expensive?,REQUEST
thanks.,THANK_YOU
no.,THANK_YOU
no.,NEGATE
San Francisco please. Can you book for 11:30?,INFORM
"Yes, Sheba Piano. The booking if for 5 people.",INFORM
"Yes, that looks good.",AFFIRM
Thanks so much. I think I'm good for now.,THANK_YOU
Thanks so much. I think I'm good for now.,GOODBYE
I want to make a reservation at a restaurant for the 6th of March.,INFORM
"I want a restaurant in Mountain View, and a reservation at 1 o""clock in the afternoon.",INFORM
Chili's Grill is the restaurant.,INFORM
"Yes, that will be great. Please check if they serve liquor, and if they have live music.",AFFIRM
"Yes, that will be great. Please check if they serve liquor, and if they have live music.",REQUEST
Thanks. That is all.,THANK_YOU
Thanks. That is all.,GOODBYE
I'm interested in making a reservation for five people at the Artisan restaurant in Lafayette.,INFORM
Set it for 12:00.,INFORM
"Yes, you got it! Is liquor served there?",AFFIRM
"Yes, you got it! Is liquor served there?",REQUEST
"No, that's enjoy.",THANK_YOU
"No, that's enjoy.",NEGATE
Please book a reservation at 7 pm.,INFORM
I would love to go to the Pacific Catch in San Mateo.,INFORM
"That will work, is this going to cost a lot of money?  I do not want anything too extravagant.",AFFIRM
"That will work, is this going to cost a lot of money?  I do not want anything too extravagant.",REQUEST
"Thank you, that is all for now.",THANK_YOU
"Thank you, that is all for now.",GOODBYE
Please can i make a reservation at a restaurant?,INFORM
I want a Palermo restaurant in San Jose for a 19:30 appointment.,INFORM
Oh yes that is what i want. Thank you.,AFFIRM
Can i have the address in San Jose as well as their contact number.,REQUEST
TI appreciate your help thanks.,THANK_YOU
No for now. Thank you.,THANK_YOU
No for now. Thank you.,NEGATE
Can you please help me make a reservation for a restaurant?,INFORM
Brixx Pizzeria in Petaluma is the place. It's a group of four people at 11 am.,INFORM
"Yeah exactly. One more thing though, how expensive is that restaurant?",AFFIRM
"Yeah exactly. One more thing though, how expensive is that restaurant?",REQUEST
"Ok sure, that sounds good.",AFFIRM
I really appreciate it.,THANK_YOU
"No, I think I'm going to be alright for now.",THANK_YOU
"No, I think I'm going to be alright for now.",NEGATE
I am meeting family for brunch tomorrow morning. Can you find me a resturaunt in Cupertino and schedule my reservation for 11:30 in the morning?,INFORM
The name of the resturaunt is Fontana's.,INFORM
"Yes, this restraint sounds great. Can you tell me more about the type food that is served?",AFFIRM
"Yes, this restraint sounds great. Can you tell me more about the type food that is served?",REQUEST
"I appreciate this, thank you.",THANK_YOU
No but I appreciate it.,THANK_YOU
No but I appreciate it.,NEGATE
Can i please make a reservation for 7 pm at Tambo.,INFORM
Oakland is okay for me.,INFORM
No. Please make it for 7:30 pm at Santa Clara.,INFORM
No. Please make it for 7:30 pm at Santa Clara.,NEGATE
Yes that is perfect for me.,AFFIRM
No and thanks for you your help anyway.,THANK_YOU
No and thanks for you your help anyway.,NEGATE
I wish to make a reservation for 3 people next Thursday at five pm.,INFORM
I would like a reservation at Yuzu in San Mateo.,INFORM
"Actually, I would like it this Sunday at 19:00.",INFORM
"Actually, I would like it this Sunday at 19:00.",NEGATE
That will be fine for me.,AFFIRM
Thank you for the help. I appreciate it very much.,THANK_YOU
That will be all thank you.,THANK_YOU
That will be all thank you.,NEGATE
I would like to make a reservation at a restaurant and make it at half past 11 in the morning.,INFORM
It is in San Fran and the restaurant is called Kuleto's and it is for six people.,INFORM
"That works well for me,Yes",AFFIRM
please no.,NEGATE
Thank you so much but NO.,THANK_YOU
Thank you so much but NO.,NEGATE
I wan to make reservations at a restaurant.,INFORM
The restaurant Up 2u at Alameda for 19:30.,INFORM
Yes and what is their contact number.,AFFIRM
Yes and what is their contact number.,REQUEST
No that's all.,THANK_YOU
No that's all.,NEGATE
Make a reservation at a restaurant in Oakland,INFORM
Make it for twelve pm at Koryo,INFORM
Yep that's fine.,AFFIRM
Thanks. that's it,THANK_YOU
Thanks. that's it,GOODBYE
I am feeling hungry so I would like to find a place to eat.,INFORM
I would like for it to be in San Jose.,INFORM
I usually like eating the American type of food.,INFORM
Can you give me the address of this restaurant.,REQUEST
Can you give me the phone number that I can contact them with?,REQUEST
Is there some other restaurant which you can suggest?,REQUEST_ALTS
Do you have another restaurant matching my needs? For example a restaurant which is economical and is located in Palo Alto.,INFORM
Do you have another restaurant matching my needs? For example a restaurant which is economical and is located in Palo Alto.,REQUEST_ALTS
"Alright, that seems good. I would like to make a booking at this restaurant.",INFORM
"Alright, that seems good. I would like to make a booking at this restaurant.",SELECT
I will be eating there at 11:30 am so make it for then.,INFORM
That suits me well. Can you tell me if they feature live music?,AFFIRM
That suits me well. Can you tell me if they feature live music?,REQUEST
Will I be able to find liquor there? Can you give me the address of their location?,REQUEST
I appreciate it very much. That would be all.,THANK_YOU
I appreciate it very much. That would be all.,GOODBYE
"Hi i need a help, i am very hungry, I am looking for a restaurant",INFORM
Some Punjabi kind of foods in milpitas,INFORM
"Ok, What is the address? How pricey are they?",REQUEST
"Ok, Find me another restaurant?",REQUEST_ALTS
"No, suggest me another Restaurant, Some Take-out type of food will be perfect",INFORM
"No, suggest me another Restaurant, Some Take-out type of food will be perfect",REQUEST_ALTS
"Yes, it seems good for me",SELECT
"Yes, I want it on the 11th",INFORM
"Yes, I want it on the 11th",AFFIRM
at afternoon 1:30,INFORM
"No, time change to twelve in the afternoon for one people",INFORM
"No, time change to twelve in the afternoon for one people",NEGATE
Yes,AFFIRM
"What is the Restaurant address, Do they have live music, I love it",REQUEST
Thank you very much for your help,THANK_YOU
"No, Thanks",THANK_YOU
"No, Thanks",NEGATE
Help me find a good restaurant.,INFORM
Find me Ethiopian cuisine in Berkeley.,INFORM
That's okay. I'd like to reserve a table for the 4th.,INFORM
That's okay. I'd like to reserve a table for the 4th.,SELECT
Reserve the table for the 2nd of this month at 17:15.,INFORM
That's right. Do they serve alcohol? And how expensive is the place?,AFFIRM
That's right. Do they serve alcohol? And how expensive is the place?,REQUEST
Can you check if a table is available at 17:30?,INFORM
That's correct.,AFFIRM
Thank you. That's all I need for now.,THANK_YOU
Thank you. That's all I need for now.,GOODBYE
I'm looking for a place to eat.,INFORM
Some Freshwater fish kind of food in Palo Alto would be perfect.,INFORM
"Yes, I want to make a reservation for one. Make it at half past 6 in the evening.",INFORM
"Yes, I want to make a reservation for one. Make it at half past 6 in the evening.",AFFIRM
"Yes, that works for me. How pricey are they? What is their contact number?",AFFIRM
"Yes, that works for me. How pricey are they? What is their contact number?",REQUEST
I'd like to find a place to eat.,INFORM
Lobster sounds great. Please search in San Mateo.,INFORM
Any other suggestions?,REQUEST_ALTS
That would work great. I would like to make a reservation there at evening 5:30 on March 14th.,INFORM
That would work great. I would like to make a reservation there at evening 5:30 on March 14th.,SELECT
"Yes, that would be great. Do they serve liquor or have live music?",AFFIRM
"Yes, that would be great. Do they serve liquor or have live music?",REQUEST
Thanks so much!,THANK_YOU
"Nope, that'll be all. Thanks!",THANK_YOU
"Nope, that'll be all. Thanks!",NEGATE
I'm looking for a Filipino place to eat.,INFORM
I want to eat in San Bruno,INFORM
How cheap is it and how much does it cost?,REQUEST
Please can you make the reservation,INFORM
Please can you make the reservation,SELECT
On the 12th at six pm,INFORM
That's good. Do they serve liquor and what is there number?,AFFIRM
That's good. Do they serve liquor and what is there number?,REQUEST
Can you help find a place to eat?,INFORM
I would like Freshwater fish.,INFORM
The city is San Jose.,INFORM
Yes that is fine.,SELECT
Yes make it for March 10th.,INFORM
Yes make it for March 10th.,AFFIRM
Reserve for six in the evening.,INFORM
Yes what is the address and do they have live music?,AFFIRM
Yes what is the address and do they have live music?,REQUEST
Thank you for all.,THANK_YOU
My friend and I are looking for a place to eat.,INFORM
My family and I are in San Jose and the perfect place would have pizza and pasta. We don't have a price preference.,INFORM
Is there any other restaurant that you can suggest?,REQUEST_ALTS
Can I please have the address and contact number?,REQUEST
That restaurant will work can you please make a reservation for 12:30.,INFORM
That restaurant will work can you please make a reservation for 12:30.,SELECT
"Yes, thank you that is correct.",AFFIRM
Thank you so much for setting that up.,THANK_YOU
That is all thank you so much.,THANK_YOU
That is all thank you so much.,NEGATE
Can you find me something economical to eat in Pleasanton.,INFORM
I would like some Italian food.,INFORM
Can you provide the address and do they have live music?,REQUEST
Any other recommendation?,REQUEST_ALTS
Can you provide more options?,REQUEST_ALTS
That sounds like a good choice for me.,SELECT
"Yes, make a reservation at the restaurant.",INFORM
I'll reach there at 1:30 pm.,INFORM
"No, change the time to 7 pm and for one person only.",INFORM
"No, change the time to 7 pm and for one person only.",NEGATE
"No, change it on next friday.",INFORM
"No, change it on next friday.",NEGATE
Yes. Sounds good.,AFFIRM
What is the address of the restaurant and do the have live music?,REQUEST
"Alright, Thank you.",THANK_YOU
"Alright, Thank you.",GOODBYE
I am looking to eat somewhere,INFORM
I want some breakfast in Fairfield,INFORM
Do they have live music with liquor,REQUEST
ok that works,SELECT
"Yes, please make reservation for one people this evening 4:45",INFORM
"Yes, please make reservation for one people this evening 4:45",AFFIRM
thats correct. What is their phone number what how expensive are they,AFFIRM
thats correct. What is their phone number what how expensive are they,REQUEST
yes thats fine,AFFIRM
no thats it,THANK_YOU
no thats it,NEGATE
I'm starving! Can you help me find a restaurant that serves Breakfast in Fairfield?,INFORM
Is there a band playing there?,REQUEST
That's okay. It will work anyway.,SELECT
"Yes, I'll need to make a reservation for a table for 2.",INFORM
"Yes, I'll need to make a reservation for a table for 2.",AFFIRM
Please make it for half past 5 in the evening.,INFORM
"I'm sorry, I need to change that. I'd like it on the 9th and it will be for 3 people.",INFORM
"I'm sorry, I need to change that. I'd like it on the 9th and it will be for 3 people.",NEGATE
I'm sorry. I need to make it on Monday next week at half past 12 in the afternoon.,INFORM
I'm sorry. I need to make it on Monday next week at half past 12 in the afternoon.,NEGATE
"Yes, I'm sorry for the confusion. Can you tell me their phone number please?",AFFIRM
"Yes, I'm sorry for the confusion. Can you tell me their phone number please?",REQUEST
Great! Thank you so much for your help.,THANK_YOU
Great! Thank you so much for your help.,GOODBYE
Can you help me find a place to eat at?,INFORM
"Cupertino, please.",INFORM
Malaysian sounds good right now.,INFORM
What's the other one?,REQUEST_ALTS
Does the restaurant have live music?,REQUEST
Sounds fine to me. Can you help me make a reservation?,INFORM
Sounds fine to me. Can you help me make a reservation?,SELECT
"A quarter past 5 in the evening, please.",INFORM
"No, I'd like it on March 13th.",INFORM
"No, I'd like it on March 13th.",NEGATE
"No, I'd like it at half past 12 in the afternoon.",INFORM
"No, I'd like it at half past 12 in the afternoon.",NEGATE
"Yes, sounds good.",SELECT
"Yes, sounds good.",AFFIRM
Does the restaurant serve alcohol?,REQUEST
"Hello, could you help me search for a place to dine in?",INFORM
I would prefer a restaurant which serves up Cambodian food in SF.,INFORM
Are there any alternative restaurants?,REQUEST_ALTS
"Sure, that sounds great!",AFFIRM
"Sure, that sounds great!",SELECT
"Yes, please do so.",AFFIRM
I would prefer to dine in at 19:15.,INFORM
"Sorry, could you change the booking to 18:30 for 3 people?",INFORM
"Sorry, could you change the booking to 18:30 for 3 people?",NEGATE
That's fine for me. May I know where they are located at?,AFFIRM
That's fine for me. May I know where they are located at?,REQUEST
"No, thank you anyway.",NEGATE
"No, thank you anyway.",GOODBYE
"I have a plan to eat out side for which I need some best places, can you search one for me?",INFORM
Asian kind of food will be good for me and please search it in Fremont City.,INFORM
"Yes, I like the same.",SELECT
"Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.",INFORM
"Yes, make it at half past 1 in the afternoon that will be the perfect time to eat.",AFFIRM
